"State","HighQ","HighQN","MedQ","MedQN","LowQ","LowQN"
"Alabama","340.88","1404","205.01","1278","I feel bad for these guys -->","161"
"Alaska","291.32","330","261.71","414","I feel bad for these guys -->","33"
"Arizona","300.33","2425","209.22","2155","I feel bad for these guys -->","284"
"Arkansas","346.86","764","179.64","733","I feel bad for these guys -->","135"
"California","245.1","15243","191.33","17064","I feel bad for these guys -->","995"
"Colorado","238.53","2862","197.01","2484","I feel bad for these guys -->","168"
"Connecticut","341.04","1642","271.62","1774","I feel bad for these guys -->","108"
"Delaware","365.67","451","229.55","382","I feel bad for these guys -->","39"
"District of Columbia","348.73","584","288.14","501","I feel bad for these guys -->","47"
"Florida","302.6","8572","217.65","7265","I feel bad for these guys -->","642"
"Georgia","326.91","4046","216.83","3084","I feel bad for these guys -->","283"
"Hawaii","310.22","418","267.11","468","I feel bad for these guys -->","29"
"Idaho","277.06","396","248.83","592","I feel bad for these guys -->","32"
"Illinois","355.91","5135","283.38","4874","I feel bad for these guys -->","412"
"Indiana","332.8","2172","211.55","1996","I feel bad for these guys -->","304"
"Iowa","365.66","882","289.14","906","I feel bad for these guys -->","112"
"Kansas","351.24","1069","262","887","I feel bad for these guys -->","130"
"Kentucky","337.99","1343","183.4","1332","I feel bad for these guys -->","167"
"Louisiana","366.52","1392","244.6","1211","I feel bad for these guys -->","293"
"Maine","315.05","566","254.75","583","I feel bad for these guys -->","59"
"Montana","266.73","688","251.1","339","I feel bad for these guys -->","30"
"Nebraska","339.96","645","250.52","647","I feel bad for these guys -->","73"
"Nevada","268.13","1128","229.09","1269","I feel bad for these guys -->","76"
"New Hampshire","356.7","540","291.41","589","I feel bad for these guys -->","46"
"New Jersey","348.6","2801","287.8","3729","I feel bad for these guys -->","239"
"New Mexico","289.22","714","201.74","578","I feel bad for these guys -->","58"
"New York","346.11","7199","265.29","7778","I feel bad for these guys -->","576"
"North Carolina","349.07","3674","246.07","2676","I feel bad for these guys -->","285"
"North Dakota","405.46","186","349.7","276","I feel bad for these guys -->","21"
"Ohio","334.54","3870","217.53","3836","I feel bad for these guys -->","504"
"Oklahoma","363.3","967","232.61","943","I feel bad for these guys -->","175"
"Oregon","208.35","2007","182.99","1768","I feel bad for these guys -->","85"
"Maryland","370.33","2586","252.39","2163","I feel bad for these guys -->","183"
"Massachusetts","350.12","3697","288.55","3332","I feel bad for these guys -->","271"
"Michigan","291","3719","274.18","3345","I feel bad for these guys -->","275"
"Minnesota","354.93","2170","276.37","2162","I feel bad for these guys -->","116"
"Mississippi","337.64","549","146.47","482","I feel bad for these guys -->","131"
"Missouri","358.12","2018","245.85","1854","I feel bad for these guys -->","274"
"Pennsylvania","365.93","5026","267.97","4393","I feel bad for these guys -->","469"
"Rhode Island","321.07","659","258.25","477","I feel bad for these guys -->","42"
"South Carolina","341.96","1519","202.92","1246","I feel bad for these guys -->","152"
"South Dakota","377.57","201","348.33","228","I feel bad for these guys -->","22"
"Tennessee","352.46","2030","225.63","1674","I feel bad for these guys -->","198"
"Texas","336.88","7561","232.23","7665","I feel bad for these guys -->","1070"
"Utah","287.43","873","238.44","936","I feel bad for these guys -->","58"
"Vermont","374.86","333","316.84","321","I feel bad for these guys -->","29"
"Virginia","366.76","3166","291.58","2727","I feel bad for these guys -->","257"
"Washington","232.81","3034","189.74","3169","I feel bad for these guys -->","144"
"West Virginia","354.64","498","215.8","487","I feel bad for these guys -->","55"
"Wisconsin","352.83","2035","271.63","1930","I feel bad for these guys -->","151"
"Wyoming","330.41","117","356.25","170","I feel bad for these guys -->","12"
