"State","HighQ","HighQN","MedQ","MedQN","LowQ","LowQN"
"Alabama","$339.18","1050","$198.2","941","$148.48","124"
"Alaska","$289.08","256","$262.29","302","$388.58","26"
"Arizona","$303.23","1948","$209.96","1639","$198.06","223"
"Arkansas","$360.91","582","$185.29","549","$125.22","115"
"California","$248.68","12189","$193.57","12918","$192.79","783"
"Colorado","$236.25","2190","$197.51","1784","$213.49","132"
"Connecticut","$347.72","1301","$274.55","1331","$257.36","91"
"Delaware","$373.35","349","$225.68","275","$199.88","34"
"District of Columbia","$352.17","441","$295.68","350","$211.38","40"
"Florida","$306.17","6555","$220.1","5273","$157.88","517"
"Georgia","$332.24","3125","$213.81","2289","$154.94","232"
"Hawaii","$310.6","329","$270.63","353","$160.46","25"
"Idaho","$276.05","315","$257.15","448","$132.61","20"
"Illinois","$359.8","4039","$287.41","3667","$181.12","334"
"Indiana","$336.78","1676","$206.94","1461","$153.41","251"
"Iowa","$371.89","701","$292.31","654","$252.24","103"
"Kansas","$354.04","842","$261.18","636","$124.27","109"
"Kentucky","$337.79","1018","$182.47","993","$120.49","133"
"Louisiana","$377.77","1079","$243.24","870","$153.49","225"
"Maine","$321.18","453","$261.41","426","$214.8","52"
"Montana","$279.62","586","$257.91","262","$734.65","22"
"Nebraska","$352.74","509","$247.42","511","$142.99","62"
"Nevada","$270.3","911","$219.07","935","$231.08","61"
"New Hampshire","$365.97","426","$289.3","443","$561.05","38"
"New Jersey","$355.12","2266","$294.04","2824","$226.65","187"
"New Mexico","$293.74","569","$216.79","435","$63.7","42"
"New York","$351.94","5856","$269.14","5871","$189.73","487"
"North Carolina","$355.43","2805","$247.21","1925","$151.81","227"
"North Dakota","$412.37","139","$360.54","202","$269.55","13"
"Ohio","$336.49","3066","$213.16","2838","$168.72","401"
"Oklahoma","$364.52","763","$229.14","676","$121.28","132"
"Oregon","$213.48","1623","$188.8","1342","$175.87","61"
"Maryland","$380.12","1980","$247.87","1565","$196.11","153"
"Massachusetts","$354.43","2901","$297.17","2480","$217.59","221"
"Michigan","$299.33","3071","$277.69","2547","$227.73","231"
"Minnesota","$371.35","1726","$280.35","1548","$183.29","101"
"Mississippi","$340.02","414","$150.79","353","$138.48","97"
"Missouri","$371.49","1568","$242.15","1299","$151.66","208"
"Pennsylvania","$372.61","3857","$267.07","3242","$193.52","366"
"Rhode Island","$335.03","532","$261.66","361","$207.93","33"
"South Carolina","$348.88","1157","$202.32","907","$176.45","120"
"South Dakota","$387.8","161","$364.98","168","$125.68","20"
"Tennessee","$359.55","1563","$224.67","1233","$199.5","148"
"Texas","$343.17","6037","$235.87","5676","$141.59","854"
"Utah","$291.51","695","$232.93","675","$169.84","42"
"Vermont","$379.84","279","$323.29","226","$187.06","24"
"Virginia","$373.66","2500","$288.08","1976","$224.75","203"
"Washington","$235.91","2364","$192.04","2362","$149.69","109"
"West Virginia","$361.22","354","$196.83","373","$158.25","40"
"Wisconsin","$358.21","1635","$268.78","1383","$228.87","128"
"Wyoming","$354.03","94","$378.95","134","$161.3","11"
