"State","HighQ","HighQN","MedQ","MedQN","LowQ","LowQN"
"Alabama","$340.32","1375","$203.73","1232","$147.11","158"
"Alaska","$288.34","324","$260.67","397","$403.33","33"
"Arizona","$301.12","2375","$209.19","2103","$186.06","278"
"Arkansas","$348.92","740","$181.95","712","$126.2","134"
"California","$245.4","14897","$191.55","16578","$188.6","970"
"Colorado","$238.08","2792","$196.78","2403","$225.49","164"
"Connecticut","$341.97","1595","$273.05","1723","$254.44","105"
"Delaware","$367.76","438","$229.7","372","$204.86","39"
"District of Columbia","$346.05","566","$288.33","482","$209.83","47"
"Florida","$302.04","8370","$217.81","7022","$151.61","628"
"Georgia","$327.05","3922","$216.09","2970","$145.62","278"
"Hawaii","$309.79","406","$265.58","455","$174.23","29"
"Idaho","$276.71","389","$249.07","580","$165.19","31"
"Illinois","$355.8","4980","$283.04","4696","$194","408"
"Indiana","$333.01","2114","$211.36","1936","$154.47","294"
"Iowa","$366.85","862","$289.18","870","$249.3","112"
"Kansas","$350.7","1030","$262.6","854","$121.73","130"
"Kentucky","$338.55","1302","$182.32","1295","$123.92","163"
"Louisiana","$366.82","1361","$244.81","1166","$142.99","284"
"Maine","$317.86","549","$254.12","563","$272.95","59"
"Montana","$266.99","678","$243.45","329","$588.04","29"
"Nebraska","$341.72","629","$250.33","623","$133.37","73"
"Nevada","$269.13","1100","$229.53","1230","$235.3","75"
"New Hampshire","$358.45","523","$290.65","577","$617.09","46"
"New Jersey","$349.44","2728","$288.3","3598","$227.59","233"
"New Mexico","$290","693","$201.4","566","$96.32","57"
"New York","$347.38","7007","$265.46","7530","$208.05","561"
"North Carolina","$349.79","3578","$245.58","2564","$149.22","277"
"North Dakota","$405.04","185","$364.95","270","$336.51","21"
"Ohio","$334.77","3781","$217.48","3716","$165.54","498"
"Oklahoma","$364.67","939","$232.84","919","$120.58","167"
"Oregon","$208.83","1956","$184.02","1707","$175.2","81"
"Maryland","$370.87","2509","$252.01","2091","$187.53","178"
"Massachusetts","$350.41","3601","$289.18","3188","$221.53","265"
"Michigan","$292.06","3632","$275.58","3243","$266.93","269"
"Minnesota","$357.78","2111","$276.13","2092","$186.2","113"
"Mississippi","$336.18","533","$145.64","466","$146.12","128"
"Missouri","$357.67","1971","$245.59","1788","$145.81","271"
"Pennsylvania","$366.35","4873","$267.7","4242","$193.97","455"
"Rhode Island","$322.78","637","$257.87","461","$199.96","40"
"South Carolina","$342.22","1466","$202.64","1200","$186.76","147"
"South Dakota","$377.24","193","$351.96","222","$123.94","22"
"Tennessee","$353.53","1979","$225.47","1629","$184.16","191"
"Texas","$337.49","7410","$233.19","7449","$144.09","1048"
"Utah","$288.13","854","$238.58","910","$207.35","57"
"Vermont","$375.57","327","$318.57","304","$190.36","27"
"Virginia","$367.75","3070","$292","2610","$224.71","254"
"Washington","$232.9","2964","$190.12","3073","$138.47","136"
"West Virginia","$354.04","486","$214.96","467","$146.28","54"
"Wisconsin","$353.06","1984","$271.48","1846","$250.79","147"
"Wyoming","$349.69","115","$359.34","163","$161.3","12"
