"State","HighQ","HighQN","MedQ","MedQN","LowQ","LowQN"
"Alabama","340.32","1386","204.15","1247","145.79","160"
"Alaska","288.81","326","261.44","402","403.33","33"
"Arizona","300.43","2401","209.73","2134","186.92","281"
"Arkansas","348.22","747","180.47","718","126.2","134"
"California","245.34","15037","191.51","16793","188.4","982"
"Colorado","238.05","2830","197.23","2432","227.49","167"
"Connecticut","341.46","1615","272.87","1742","249.99","107"
"Delaware","366.63","442","230.17","378","204.86","39"
"District of Columbia","346.43","574","287.06","491","209.83","47"
"Florida","301.61","8457","218.08","7125","151.63","633"
"Georgia","326.42","3981","216.58","3012","145.25","280"
"Hawaii","309.72","412","265.83","457","174.23","29"
"Idaho","276.97","394","248.97","586","163.53","32"
"Illinois","355.84","5056","283.27","4774","193.46","410"
"Indiana","333.03","2129","211.36","1956","155.76","296"
"Iowa","366.96","869","290.52","888","249.3","112"
"Kansas","351.63","1050","262.4","873","121.73","130"
"Kentucky","338.03","1323","183.33","1314","123.37","166"
"Louisiana","366.77","1379","244.26","1184","143.98","290"
"Maine","317.32","557","245.81","571","272.95","59"
"Montana","267.06","684","246.08","334","571.68","30"
"Nebraska","341.82","634","250.61","632","133.37","73"
"Nevada","268.86","1115","229.41","1248","235.3","75"
"New Hampshire","357.91","534","290.65","581","617.09","46"
"New Jersey","348.88","2768","288.65","3655","226.25","235"
"New Mexico","289.37","702","201.42","568","94.88","58"
"New York","347","7093","265.39","7633","208.57","567"
"North Carolina","349.43","3629","245.69","2613","148.44","282"
"North Dakota","405.46","186","364.85","271","336.51","21"
"Ohio","334.77","3817","217.4","3766","165.62","502"
"Oklahoma","363.85","954","232.25","927","122.25","171"
"Oregon","208.82","1979","183.8","1731","178.05","82"
"Maryland","370.57","2542","252.77","2125","187.53","178"
"Massachusetts","350.22","3640","288.92","3251","221.92","267"
"Michigan","291.76","3660","274.94","3289","266.25","270"
"Minnesota","357.37","2142","276.23","2132","184.7","114"
"Mississippi","335.75","539","146.62","471","145.6","129"
"Missouri","357.83","1993","245.37","1821","146.1","273"
"Pennsylvania","366.09","4935","267.76","4310","192.98","461"
"Rhode Island","322.04","648","258.2","469","199.96","40"
"South Carolina","342.08","1502","201.72","1223","186.12","150"
"South Dakota","377.27","195","350.04","226","123.94","22"
"Tennessee","353.21","2011","225.75","1650","184.97","195"
"Texas","337.33","7472","233.15","7538","143.73","1057"
"Utah","286.89","863","237.99","918","207.35","57"
"Vermont","375.11","330","316.9","311","190.76","28"
"Virginia","367.03","3109","293.04","2649","224.37","256"
"Washington","232.62","2993","189.82","3111","137.75","140"
"West Virginia","354.23","490","214.78","472","145.37","55"
"Wisconsin","352.94","2002","271.7","1881","250.79","147"
"Wyoming","349.69","116","349.9","167","161.3","12"
