"State","HighQ","HighQN","MedQ","MedQN","LowQ","LowQN"
"Alabama","340.4","1413","203.73","1293","I feel bad for these guys -->","161"
"Alaska","291.32","330","262.35","421","I feel bad for these guys -->","34"
"Arizona","300.4","2431","209.76","2175","I feel bad for these guys -->","289"
"Arkansas","345.8","774","180.46","743","I feel bad for these guys -->","136"
"California","245.05","15310","191.21","17189","I feel bad for these guys -->","998"
"Colorado","238.24","2881","197.29","2498","I feel bad for these guys -->","168"
"Connecticut","341.06","1650","271.25","1794","I feel bad for these guys -->","108"
"Delaware","365.95","455","230.93","389","I feel bad for these guys -->","39"
"District of Columbia","349.73","591","288.85","508","I feel bad for these guys -->","48"
"Florida","302.29","8640","217.77","7348","I feel bad for these guys -->","644"
"Georgia","326.69","4077","217.12","3108","I feel bad for these guys -->","284"
"Hawaii","310.32","419","268.32","471","I feel bad for these guys -->","29"
"Idaho","276.41","400","248.71","601","I feel bad for these guys -->","33"
"Illinois","356.28","5181","283.21","4929","I feel bad for these guys -->","417"
"Indiana","332.43","2190","212.25","2017","I feel bad for these guys -->","306"
"Iowa","365.49","888","288.09","915","I feel bad for these guys -->","113"
"Kansas","350.68","1078","261.76","897","I feel bad for these guys -->","130"
"Kentucky","338.09","1352","183.52","1339","I feel bad for these guys -->","168"
"Louisiana","366.57","1404","243.93","1221","I feel bad for these guys -->","294"
"Maine","315.06","567","254.06","588","I feel bad for these guys -->","59"
"Montana","266.53","691","250.85","341","I feel bad for these guys -->","30"
"Nebraska","339.31","650","250.89","654","I feel bad for these guys -->","74"
"Nevada","268.41","1137","229.71","1285","I feel bad for these guys -->","76"
"New Hampshire","356.34","544","291.56","591","I feel bad for these guys -->","46"
"New Jersey","348.57","2815","287.98","3758","I feel bad for these guys -->","239"
"New Mexico","289.1","722","201.44","585","I feel bad for these guys -->","58"
"New York","347.01","7240","265.03","7834","I feel bad for these guys -->","577"
"North Carolina","347.85","3703","245.62","2699","I feel bad for these guys -->","287"
"North Dakota","403.04","189","349.06","278","I feel bad for these guys -->","21"
"Ohio","334.29","3898","217.72","3870","I feel bad for these guys -->","511"
"Oklahoma","364.44","976","232.84","954","I feel bad for these guys -->","176"
"Oregon","208.15","2020","182.61","1790","I feel bad for these guys -->","85"
"Maryland","370.28","2598","252.94","2187","I feel bad for these guys -->","184"
"Massachusetts","349.93","3715","288.6","3361","I feel bad for these guys -->","271"
"Michigan","290.03","3739","274.17","3363","I feel bad for these guys -->","275"
"Minnesota","354.62","2177","276.07","2182","I feel bad for these guys -->","116"
"Mississippi","337.91","551","145.74","486","I feel bad for these guys -->","132"
"Missouri","357.64","2034","245.72","1883","I feel bad for these guys -->","275"
"Pennsylvania","365.49","5065","267.67","4422","I feel bad for these guys -->","472"
"Rhode Island","320.38","662","258.93","481","I feel bad for these guys -->","42"
"South Carolina","341.56","1527","203.31","1255","I feel bad for these guys -->","154"
"South Dakota","377.57","201","349.65","230","I feel bad for these guys -->","22"
"Tennessee","352.28","2046","225.64","1686","I feel bad for these guys -->","200"
"Texas","336.92","7598","232.6","7715","I feel bad for these guys -->","1078"
"Utah","287.67","877","238.83","946","I feel bad for these guys -->","58"
"Vermont","374.25","335","316.5","325","I feel bad for these guys -->","29"
"Virginia","366.56","3186","291.62","2748","I feel bad for these guys -->","259"
"Washington","232.84","3054","189.49","3193","I feel bad for these guys -->","144"
"West Virginia","355.46","503","215.95","490","I feel bad for these guys -->","55"
"Wisconsin","352.86","2051","272.14","1946","I feel bad for these guys -->","151"
"Wyoming","328.54","118","356.25","170","I feel bad for these guys -->","12"
