"State","HighQ","HighQN","MedQ","MedQN","LowQ","LowQN"
"Alabama","335.79","1578","208.97","1516","I feel bad for these guys -->","191"
"Alaska","303.03","355","270.83","487","I feel bad for these guys -->","37"
"Arizona","297.36","2704","208.79","2506","I feel bad for these guys -->","312"
"Arkansas","341.74","866","209.26","864","I feel bad for these guys -->","146"
"California","243.45","16813","188.98","19640","I feel bad for these guys -->","1117"
"Colorado","243.07","3213","195.83","2959","I feel bad for these guys -->","188"
"Connecticut","336.21","1860","267.14","2127","I feel bad for these guys -->","130"
"Delaware","363.93","503","233.74","445","I feel bad for these guys -->","43"
"District of Columbia","347.75","672","282.08","602","I feel bad for these guys -->","49"
"Florida","300.18","9598","216.42","8447","I feel bad for these guys -->","708"
"Georgia","323.04","4559","216.67","3587","I feel bad for these guys -->","311"
"Hawaii","305.91","463","261.78","538","I feel bad for these guys -->","30"
"Idaho","275.12","465","243.64","688","I feel bad for these guys -->","36"
"Illinois","352.83","5757","282.63","5685","I feel bad for these guys -->","457"
"Indiana","332","2440","215.64","2319","I feel bad for these guys -->","335"
"Iowa","364.96","986","289.42","1080","I feel bad for these guys -->","123"
"Kansas","349.06","1189","260.31","1034","I feel bad for these guys -->","142"
"Kentucky","338.84","1531","173.76","1552","I feel bad for these guys -->","182"
"Louisiana","361.29","1571","240.65","1403","I feel bad for these guys -->","329"
"Maine","305.07","629","234.77","677","I feel bad for these guys -->","62"
"Montana","265.58","745","249.46","380","I feel bad for these guys -->","32"
"Nebraska","334.6","705","244.02","747","I feel bad for these guys -->","76"
"Nevada","265.78","1264","226.5","1471","I feel bad for these guys -->","78"
"New Hampshire","353.62","608","288.55","670","I feel bad for these guys -->","51"
"New Jersey","344.96","3129","285.55","4335","I feel bad for these guys -->","263"
"New Mexico","287.96","818","219.37","681","I feel bad for these guys -->","70"
"New York","343.2","8007","263.07","8959","I feel bad for these guys -->","626"
"North Carolina","344.5","4211","245.57","3128","I feel bad for these guys -->","324"
"North Dakota","392.54","215","323.61","338","I feel bad for these guys -->","24"
"Ohio","332.33","4358","219.78","4407","I feel bad for these guys -->","559"
"Oklahoma","352.84","1152","238.36","1095","I feel bad for these guys -->","198"
"Oregon","205.3","2222","180.59","2081","I feel bad for these guys -->","99"
"Maryland","363.23","2948","267.29","2550","I feel bad for these guys -->","195"
"Massachusetts","344.19","4079","284.89","3895","I feel bad for these guys -->","293"
"Michigan","287.29","4062","268.92","3840","I feel bad for these guys -->","303"
"Minnesota","348.07","2433","273.8","2557","I feel bad for these guys -->","134"
"Mississippi","337.17","632","151.89","571","I feel bad for these guys -->","149"
"Missouri","350.26","2272","245.39","2180","I feel bad for these guys -->","304"
"Pennsylvania","362.3","5649","269.74","5129","I feel bad for these guys -->","513"
"Rhode Island","316.91","730","257.35","584","I feel bad for these guys -->","47"
"South Carolina","337.12","1731","205.51","1444","I feel bad for these guys -->","165"
"South Dakota","358.24","223","348.43","259","I feel bad for these guys -->","26"
"Tennessee","347.66","2297","226.3","1980","I feel bad for these guys -->","227"
"Texas","333.57","8443","232.55","8845","I feel bad for these guys -->","1170"
"Utah","289.48","976","236.79","1091","I feel bad for these guys -->","65"
"Vermont","369.93","366","307.42","382","I feel bad for these guys -->","32"
"Virginia","364.56","3594","290.9","3181","I feel bad for these guys -->","293"
"Washington","232.98","3410","188.73","3658","I feel bad for these guys -->","161"
"West Virginia","357.61","561","225.87","561","I feel bad for these guys -->","60"
"Wisconsin","349.32","2291","271.49","2300","I feel bad for these guys -->","168"
"Wyoming","320.39","133","351.27","201","I feel bad for these guys -->","12"
