"State","HighQ","HighQN","MedQ","MedQN","LowQ","LowQN"
"Alabama","$339.96","1121","$202.29","1013","$145.98","132"
"Alaska","$284.21","275","$253.74","319","$388.58","26"
"Arizona","$303.26","2059","$209.89","1740","$195.2","233"
"Arkansas","$358.38","613","$183.28","581","$127.31","124"
"California","$248.23","12804","$192.82","13677","$190.78","819"
"Colorado","$237.17","2357","$198.09","1942","$229.29","142"
"Connecticut","$346.84","1368","$275.26","1429","$252.31","95"
"Delaware","$372.96","370","$226.88","289","$206.61","36"
"District of Columbia","$350.09","467","$293.51","380","$208.53","41"
"Florida","$305.5","6994","$219.56","5678","$154.08","536"
"Georgia","$331.87","3304","$213.96","2423","$153.61","236"
"Hawaii","$308.59","345","$273.2","374","$167.62","27"
"Idaho","$275.29","330","$258.25","478","$129.39","23"
"Illinois","$355.79","4289","$287.46","3885","$176.42","358"
"Indiana","$335.16","1799","$208.24","1560","$168.7","261"
"Iowa","$371.38","739","$292.9","704","$247.69","107"
"Kansas","$354.1","876","$261.51","686","$113.7","111"
"Kentucky","$339.18","1079","$180.86","1050","$124.52","141"
"Louisiana","$373.41","1159","$243.68","941","$148.11","246"
"Maine","$320.29","475","$257.45","460","$214.8","52"
"Montana","$270.01","608","$251.5","281","$734.65","22"
"Nebraska","$347.42","543","$249","542","$141.76","64"
"Nevada","$269.46","949","$218.19","989","$252.49","63"
"New Hampshire","$376.43","455","$289.71","479","$677.38","41"
"New Jersey","$354.08","2359","$291.91","2994","$232.29","202"
"New Mexico","$292.26","598","$217.27","461","$63.7","42"
"New York","$351.28","6139","$267.99","6244","$189.78","505"
"North Carolina","$355.53","2970","$248.25","2046","$150.64","241"
"North Dakota","$405.84","149","$351.63","223","$363.11","16"
"Ohio","$336.32","3245","$213.61","3033","$166.38","423"
"Oklahoma","$364.48","809","$228.14","732","$118.85","139"
"Oregon","$212.22","1707","$188.81","1418","$169.34","68"
"Maryland","$380","2108","$250.33","1670","$191.6","157"
"Massachusetts","$352.27","3046","$296.63","2630","$221.4","229"
"Michigan","$297.59","3203","$275.53","2695","$225.94","237"
"Minnesota","$369.93","1809","$278.06","1665","$181.28","103"
"Mississippi","$338.27","441","$148.09","382","$142.03","108"
"Missouri","$366.92","1668","$241.83","1396","$149.77","216"
"Pennsylvania","$371.02","4132","$266.69","3482","$191.01","390"
"Rhode Island","$332.71","557","$260.35","382","$201.75","34"
"South Carolina","$345.58","1242","$202.51","976","$174.45","128"
"South Dakota","$390.15","174","$367.51","181","$124.17","21"
"Tennessee","$357.63","1661","$227.18","1327","$194.6","161"
"Texas","$341.37","6380","$235.93","6137","$144.01","914"
"Utah","$291.85","726","$234.23","742","$187.33","46"
"Vermont","$377.65","291","$321.33","246","$187.64","25"
"Virginia","$373.01","2627","$288.48","2125","$226.45","221"
"Washington","$235.54","2480","$191.1","2512","$146.19","116"
"West Virginia","$363.64","395","$197.21","396","$158.3","41"
"Wisconsin","$358.03","1726","$270.4","1484","$239.71","137"
"Wyoming","$354.11","95","$378.34","140","$161.3","11"
