"State","HighQ","HighQN","MedQ","MedQN","LowQ","LowQN"
"Alabama","$340.88","1356","$203.87","1211","$147.74","156"
"Alaska","$288.33","321","$261.22","394","$407.31","32"
"Arizona","$300.97","2348","$209.13","2078","$186.63","277"
"Arkansas","$348.3","732","$182.17","702","$126.2","134"
"California","$245.47","14735","$191.75","16333","$189.55","960"
"Colorado","$238.31","2765","$196.81","2370","$227.66","162"
"Connecticut","$342.76","1577","$273.4","1699","$254.19","104"
"Delaware","$366.27","433","$229.91","364","$204.86","39"
"District of Columbia","$345.11","558","$290.33","472","$209.83","47"
"Florida","$302.31","8286","$217.7","6924","$152.03","622"
"Georgia","$326.99","3885","$215.54","2929","$146.08","277"
"Hawaii","$312.15","397","$273.9","451","$174.23","29"
"Idaho","$276.66","383","$249.36","575","$136.89","29"
"Illinois","$355.99","4929","$282.95","4629","$190.55","404"
"Indiana","$333.1","2089","$210.93","1906","$155.83","289"
"Iowa","$367.6","850","$289.22","854","$249.3","112"
"Kansas","$351.03","1020","$261.71","835","$122.23","129"
"Kentucky","$338.35","1289","$182.17","1278","$123.92","163"
"Louisiana","$366.11","1345","$245.31","1143","$143.52","282"
"Maine","$317.73","540","$246.1","558","$272.95","59"
"Montana","$267.03","673","$243.05","326","$588.04","29"
"Nebraska","$342.59","622","$250.84","617","$133.37","73"
"Nevada","$268.62","1090","$228.8","1205","$235.3","75"
"New Hampshire","$358.44","520","$289.98","567","$628.84","45"
"New Jersey","$349.76","2698","$288.23","3547","$226.91","230"
"New Mexico","$290.68","686","$201.4","561","$96.32","57"
"New York","$347.23","6933","$265.86","7425","$209.46","555"
"North Carolina","$350.04","3539","$244.62","2522","$147.89","276"
"North Dakota","$399.42","182","$365.31","266","$335.8","20"
"Ohio","$335.07","3732","$217.29","3668","$164.98","487"
"Oklahoma","$365.85","930","$234.69","906","$118.23","164"
"Oregon","$209.02","1935","$184.47","1683","$175.2","81"
"Maryland","$371.2","2473","$251.71","2048","$187.53","178"
"Massachusetts","$350.41","3553","$289.91","3145","$222.77","261"
"Michigan","$292.37","3606","$275.81","3208","$268.2","266"
"Minnesota","$358.34","2095","$276.89","2062","$186.2","113"
"Mississippi","$336.01","529","$145.43","461","$146.65","127"
"Missouri","$355.32","1953","$245.11","1761","$146.1","268"
"Pennsylvania","$366.6","4816","$267.29","4186","$191.84","444"
"Rhode Island","$323.51","633","$257.7","454","$199.96","40"
"South Carolina","$342.88","1450","$201.69","1183","$187.93","146"
"South Dakota","$377.24","193","$351.15","220","$123.94","22"
"Tennessee","$353.12","1961","$224.9","1603","$185.34","188"
"Texas","$337.9","7323","$232.37","7345","$144.39","1044"
"Utah","$289.55","840","$239.13","899","$204.58","56"
"Vermont","$375.57","327","$318.83","299","$190.36","27"
"Virginia","$367.92","3039","$291.8","2577","$222.89","249"
"Washington","$232.65","2920","$189.99","3030","$138.47","136"
"West Virginia","$354.17","481","$215","464","$148.62","52"
"Wisconsin","$353.39","1960","$271.46","1806","$237.56","145"
"Wyoming","$351.23","111","$359.34","162","$161.3","12"
