"State","HighQ","HighQN","MedQ","MedQN","LowQ","LowQN"
"Alabama","335.85","1583","209.19","1524","I feel bad for these guys -->","193"
"Alaska","302.9","357","271.01","492","I feel bad for these guys -->","37"
"Arizona","297.04","2729","208.31","2526","I feel bad for these guys -->","313"
"Arkansas","342.12","871","208.99","870","I feel bad for these guys -->","146"
"California","243.28","16898","188.95","19760","I feel bad for these guys -->","1123"
"Colorado","242.8","3235","195.89","2983","I feel bad for these guys -->","188"
"Connecticut","335.92","1870","267.13","2139","I feel bad for these guys -->","131"
"Delaware","363.88","504","233.69","447","I feel bad for these guys -->","44"
"District of Columbia","347.83","675","282.82","610","I feel bad for these guys -->","49"
"Florida","300.29","9658","216.39","8521","I feel bad for these guys -->","710"
"Georgia","322.74","4587","216.88","3615","I feel bad for these guys -->","313"
"Hawaii","306.34","464","261.94","542","I feel bad for these guys -->","30"
"Idaho","275.45","467","243.24","694","I feel bad for these guys -->","36"
"Illinois","352.48","5782","282.4","5720","I feel bad for these guys -->","459"
"Indiana","331.52","2452","216.18","2335","I feel bad for these guys -->","335"
"Iowa","365.1","995","289.48","1088","I feel bad for these guys -->","123"
"Kansas","348.95","1191","260.13","1042","I feel bad for these guys -->","142"
"Kentucky","338.45","1543","173.71","1565","I feel bad for these guys -->","182"
"Louisiana","361.21","1579","241.3","1416","I feel bad for these guys -->","329"
"Maine","304.78","631","234.82","683","I feel bad for these guys -->","64"
"Montana","265.34","748","247.53","382","I feel bad for these guys -->","32"
"Nebraska","335.4","710","243.73","758","I feel bad for these guys -->","76"
"Nevada","265.49","1273","226.48","1479","I feel bad for these guys -->","79"
"New Hampshire","353.09","612","288.14","673","I feel bad for these guys -->","52"
"New Jersey","345.07","3153","285.72","4368","I feel bad for these guys -->","263"
"New Mexico","287.82","823","219.03","686","I feel bad for these guys -->","71"
"New York","343.07","8056","262.94","9012","I feel bad for these guys -->","628"
"North Carolina","344.65","4247","245.55","3151","I feel bad for these guys -->","325"
"North Dakota","387.11","216","320.08","345","I feel bad for these guys -->","25"
"Ohio","332.48","4386","219.97","4446","I feel bad for these guys -->","562"
"Oklahoma","352.89","1159","238.4","1104","I feel bad for these guys -->","200"
"Oregon","205.32","2232","180.47","2091","I feel bad for these guys -->","99"
"Maryland","362.62","2967","267.56","2562","I feel bad for these guys -->","198"
"Massachusetts","343.94","4100","284.53","3922","I feel bad for these guys -->","294"
"Michigan","287.56","4079","268.22","3869","I feel bad for these guys -->","306"
"Minnesota","347.92","2449","273.52","2574","I feel bad for these guys -->","134"
"Mississippi","335.78","639","151.02","577","I feel bad for these guys -->","149"
"Missouri","349.72","2283","245.95","2199","I feel bad for these guys -->","304"
"Pennsylvania","362.11","5683","269.67","5162","I feel bad for these guys -->","519"
"Rhode Island","316.78","731","256.51","591","I feel bad for these guys -->","47"
"South Carolina","337.24","1744","205.28","1453","I feel bad for these guys -->","165"
"South Dakota","357.66","224","347.72","262","I feel bad for these guys -->","26"
"Tennessee","347.43","2313","226.31","1998","I feel bad for these guys -->","231"
"Texas","333.39","8480","232.32","8906","I feel bad for these guys -->","1176"
"Utah","289.15","983","236.98","1106","I feel bad for these guys -->","66"
"Vermont","369.93","366","306.19","384","I feel bad for these guys -->","32"
"Virginia","364.59","3619","291.16","3209","I feel bad for these guys -->","294"
"Washington","232.86","3428","188.71","3681","I feel bad for these guys -->","162"
"West Virginia","358.24","566","226.35","564","I feel bad for these guys -->","60"
"Wisconsin","348.75","2304","271.33","2317","I feel bad for these guys -->","170"
"Wyoming","322.28","134","350.57","202","I feel bad for these guys -->","12"
