"State","HighQ","HighQN","MedQ","MedQN","LowQ","LowQN"
"Alabama","339.23","1501","205.62","1407","I feel bad for these guys -->","179"
"Alaska","303.22","347","270.26","460","I feel bad for these guys -->","37"
"Arizona","299.66","2576","210.2","2344","I feel bad for these guys -->","300"
"Arkansas","343.67","827","206.9","809","I feel bad for these guys -->","143"
"California","244.23","16181","190.15","18575","I feel bad for these guys -->","1065"
"Colorado","243.93","3071","195.78","2764","I feel bad for these guys -->","175"
"Connecticut","338.24","1798","268.22","1994","I feel bad for these guys -->","120"
"Delaware","363.77","479","235.28","419","I feel bad for these guys -->","40"
"District of Columbia","348.14","642","281.97","565","I feel bad for these guys -->","49"
"Florida","301.98","9161","217.42","7938","I feel bad for these guys -->","677"
"Georgia","324.42","4315","217.56","3346","I feel bad for these guys -->","303"
"Hawaii","307.97","442","265.34","501","I feel bad for these guys -->","29"
"Idaho","275.17","434","245.65","657","I feel bad for these guys -->","35"
"Illinois","354.75","5480","282.9","5351","I feel bad for these guys -->","436"
"Indiana","332.74","2331","213.81","2185","I feel bad for these guys -->","320"
"Iowa","364.73","954","288.99","1011","I feel bad for these guys -->","118"
"Kansas","350.1","1131","261.48","967","I feel bad for these guys -->","137"
"Kentucky","338.73","1452","173.85","1457","I feel bad for these guys -->","177"
"Louisiana","363.39","1479","240.81","1314","I feel bad for these guys -->","310"
"Maine","313.83","603","235.49","645","I feel bad for these guys -->","60"
"Montana","265.8","722","241.29","363","I feel bad for these guys -->","32"
"Nebraska","338.23","683","246.91","705","I feel bad for these guys -->","75"
"Nevada","266.6","1206","227.27","1382","I feel bad for these guys -->","78"
"New Hampshire","354.98","581","289.9","640","I feel bad for these guys -->","51"
"New Jersey","346.3","2998","287.04","4072","I feel bad for these guys -->","251"
"New Mexico","288.33","775","215.81","642","I feel bad for these guys -->","66"
"New York","345.1","7677","263.94","8473","I feel bad for these guys -->","611"
"North Carolina","346.19","3985","245.51","2945","I feel bad for these guys -->","308"
"North Dakota","396.9","205","345.93","313","I feel bad for these guys -->","23"
"Ohio","333.23","4139","218.61","4147","I feel bad for these guys -->","536"
"Oklahoma","355.68","1074","234.66","1037","I feel bad for these guys -->","189"
"Oregon","206.58","2135","181.03","1966","I feel bad for these guys -->","91"
"Maryland","366.86","2793","255.36","2385","I feel bad for these guys -->","192"
"Massachusetts","347.51","3917","286.65","3680","I feel bad for these guys -->","281"
"Michigan","289.3","3921","270.74","3626","I feel bad for these guys -->","290"
"Minnesota","352.39","2302","274.03","2394","I feel bad for these guys -->","124"
"Mississippi","336.55","589","148.56","528","I feel bad for these guys -->","140"
"Missouri","352.68","2166","245.47","2049","I feel bad for these guys -->","291"
"Pennsylvania","363.73","5394","269.17","4824","I feel bad for these guys -->","496"
"Rhode Island","317.31","710","260.26","544","I feel bad for these guys -->","46"
"South Carolina","338.56","1638","205.54","1368","I feel bad for these guys -->","161"
"South Dakota","356.93","217","349.73","250","I feel bad for these guys -->","25"
"Tennessee","348.94","2180","225.92","1849","I feel bad for these guys -->","213"
"Texas","335.33","8037","233.09","8298","I feel bad for these guys -->","1130"
"Utah","291.22","940","237.23","1015","I feel bad for these guys -->","60"
"Vermont","371.53","352","309.72","356","I feel bad for these guys -->","32"
"Virginia","365.55","3404","292.51","2989","I feel bad for these guys -->","281"
"Washington","233.65","3262","189.18","3467","I feel bad for these guys -->","156"
"West Virginia","358.47","539","220.37","527","I feel bad for these guys -->","59"
"Wisconsin","351.05","2188","274.15","2127","I feel bad for these guys -->","165"
"Wyoming","326.84","126","353.74","186","I feel bad for these guys -->","12"
