"State","HighQ","HighQN","MedQ","MedQN","LowQ","LowQN"
"Alabama","$340.27","1057","$199.43","946","$148.48","124"
"Alaska","$289.08","256","$262.5","303","$388.58","26"
"Arizona","$303.49","1955","$210.02","1640","$198.06","223"
"Arkansas","$361.27","583","$184.96","550","$125.22","115"
"California","$248.63","12243","$193.53","12955","$192.91","784"
"Colorado","$236.63","2202","$197.75","1799","$213.49","132"
"Connecticut","$347.31","1304","$274.75","1336","$257.36","91"
"Delaware","$373.18","350","$225.68","275","$199.88","34"
"District of Columbia","$352.05","444","$295.68","350","$211.38","40"
"Florida","$306.06","6573","$220.08","5285","$157.75","519"
"Georgia","$332.21","3133","$214.19","2297","$154.94","232"
"Hawaii","$310.89","330","$270.63","353","$160.46","25"
"Idaho","$276.45","316","$257.15","448","$126.23","21"
"Illinois","$359.73","4049","$287.63","3677","$181.12","334"
"Indiana","$336.82","1684","$206.73","1465","$153.12","252"
"Iowa","$371.76","703","$292.59","659","$252.24","103"
"Kansas","$354.17","844","$261.41","637","$124.27","109"
"Kentucky","$337.88","1022","$182.27","995","$120.32","134"
"Louisiana","$377.73","1082","$243.49","872","$153.49","225"
"Maine","$321.31","454","$261.44","431","$214.8","52"
"Montana","$279.44","589","$257.91","262","$734.65","22"
"Nebraska","$352.33","514","$248.28","514","$142.99","62"
"Nevada","$270.44","912","$219.44","939","$231.08","61"
"New Hampshire","$366.22","428","$289.29","444","$561.05","38"
"New Jersey","$355.2","2271","$294.08","2831","$231.34","189"
"New Mexico","$293.68","572","$216.79","435","$63.7","42"
"New York","$351.95","5875","$269.11","5890","$189.67","488"
"North Carolina","$355.51","2818","$247.3","1931","$152.45","230"
"North Dakota","$412.86","140","$360.77","203","$269.55","13"
"Ohio","$336.2","3082","$213.61","2848","$168.38","402"
"Oklahoma","$364.52","763","$228.91","677","$121.28","132"
"Oregon","$213.25","1629","$188.76","1343","$172.89","62"
"Maryland","$380.12","1992","$247.36","1568","$196.11","153"
"Massachusetts","$354.42","2906","$297.08","2489","$218.19","222"
"Michigan","$299.31","3075","$277.46","2555","$228.6","232"
"Minnesota","$371.07","1732","$279.61","1559","$183.29","101"
"Mississippi","$340.41","415","$150.79","353","$138.48","97"
"Missouri","$371.25","1571","$242.34","1303","$151.66","208"
"Pennsylvania","$372.67","3869","$266.96","3253","$193.56","368"
"Rhode Island","$334.4","535","$261.03","362","$207.93","33"
"South Carolina","$348.84","1158","$202.41","910","$176.45","120"
"South Dakota","$386.67","164","$364.98","168","$125.68","20"
"Tennessee","$359.19","1569","$225.16","1236","$199.5","148"
"Texas","$343.11","6058","$235.8","5692","$142.39","858"
"Utah","$291.92","696","$233.58","679","$169.84","42"
"Vermont","$379.92","280","$323.5","228","$187.64","25"
"Virginia","$373.89","2509","$288.05","1984","$224.13","204"
"Washington","$235.9","2370","$192.26","2373","$149.69","109"
"West Virginia","$361.22","354","$196.83","373","$158.25","40"
"Wisconsin","$358.48","1640","$269.1","1390","$229.03","129"
"Wyoming","$354.03","94","$378.95","134","$161.3","11"
