"State","HighQ","HighQN","MedQ","MedQN","LowQ","LowQN"
"Alabama","$340.59","1309","$203.68","1177","$146.12","151"
"Alaska","$285.18","309","$263.07","376","$359.87","30"
"Arizona","$302.51","2285","$208.83","2011","$186.22","272"
"Arkansas","$349.87","710","$184.18","666","$126.41","132"
"California","$245.63","14263","$192.2","15709","$189.77","933"
"Colorado","$237.03","2678","$196.44","2267","$231.56","158"
"Connecticut","$343.48","1516","$272.85","1622","$258.75","101"
"Delaware","$368.97","410","$225.19","338","$204.86","39"
"District of Columbia","$346.23","535","$291.67","446","$209.83","47"
"Florida","$303","8030","$217.79","6646","$151.64","608"
"Georgia","$327.07","3757","$215.23","2829","$146.93","270"
"Hawaii","$313.34","383","$276.72","435","$165.55","28"
"Idaho","$275.7","367","$251.34","542","$136.89","28"
"Illinois","$356.28","4770","$285.14","4432","$189.96","396"
"Indiana","$333.72","2013","$210.89","1834","$156.16","284"
"Iowa","$366.99","821","$289.56","818","$247.1","110"
"Kansas","$350.03","991","$259.27","796","$120.31","125"
"Kentucky","$339.27","1239","$182.31","1224","$124.06","160"
"Louisiana","$367.87","1302","$244.39","1098","$143.54","277"
"Maine","$317.45","529","$256.46","532","$272.95","59"
"Montana","$267.97","654","$252.01","316","$632.31","27"
"Nebraska","$343.6","608","$250.53","603","$133.37","73"
"Nevada","$268.1","1056","$229.88","1164","$238.93","69"
"New Hampshire","$359.18","505","$290.26","538","$657.98","43"
"New Jersey","$350.54","2612","$289.34","3405","$224.74","222"
"New Mexico","$291.15","664","$201.92","534","$85.81","52"
"New York","$347.6","6731","$266.05","7111","$205.54","543"
"North Carolina","$350.61","3413","$245.27","2422","$150.93","266"
"North Dakota","$400.69","177","$362.88","255","$348.9","19"
"Ohio","$335.85","3624","$216.72","3528","$163.04","471"
"Oklahoma","$365.69","902","$233.47","858","$118.49","161"
"Oregon","$209.23","1866","$185.31","1614","$162.91","79"
"Maryland","$372.27","2376","$250.98","1957","$189.4","175"
"Massachusetts","$350.69","3419","$293.19","3022","$221.92","249"
"Michigan","$294.42","3505","$276.63","3072","$273.42","257"
"Minnesota","$359.5","2041","$278.46","1968","$181.83","109"
"Mississippi","$337.06","517","$146.66","449","$146.82","123"
"Missouri","$364.76","1882","$244.34","1665","$143.53","260"
"Pennsylvania","$367.17","4649","$267.59","4018","$193.06","436"
"Rhode Island","$328.25","615","$256.37","434","$203.71","38"
"South Carolina","$343.72","1403","$201.63","1127","$189.58","142"
"South Dakota","$382.21","187","$351.01","208","$123.94","22"
"Tennessee","$354.29","1891","$224.99","1542","$186.18","178"
"Texas","$338.16","7114","$233.27","7066","$142.81","1019"
"Utah","$289.35","812","$239.65","858","$204.58","56"
"Vermont","$376.94","316","$320.46","284","$190.36","26"
"Virginia","$369.05","2943","$290.24","2474","$222.77","243"
"Washington","$232.4","2761","$190.03","2853","$141.7","130"
"West Virginia","$355.07","463","$215.37","444","$155.8","49"
"Wisconsin","$354.21","1907","$271.3","1726","$237.56","145"
"Wyoming","$351.25","109","$359.79","158","$161.3","12"
