"State","HighQ","HighQN","MedQ","MedQN","LowQ","LowQN"
"Alabama","$340.2","1060","$199.57","955","$149.6","125"
"Alaska","$289.29","258","$262.97","304","$388.58","26"
"Arizona","$303.54","1961","$210.18","1649","$198.06","223"
"Arkansas","$361.2","586","$184.99","551","$125.22","115"
"California","$248.47","12289","$193.51","13025","$192.88","788"
"Colorado","$236.61","2221","$197.84","1815","$213.49","132"
"Connecticut","$347.18","1313","$273.66","1345","$257.36","91"
"Delaware","$373.59","351","$227.59","279","$199.88","34"
"District of Columbia","$351.02","449","$293.87","355","$211.38","40"
"Florida","$306.35","6612","$219.79","5322","$157.63","520"
"Georgia","$332","3147","$213.88","2315","$154.7","233"
"Hawaii","$310.16","332","$271.28","355","$160.46","25"
"Idaho","$276.48","317","$257.13","452","$126.23","21"
"Illinois","$359.54","4070","$287.54","3698","$180.75","336"
"Indiana","$336.73","1695","$207.16","1474","$153.12","252"
"Iowa","$371.51","704","$292.09","662","$252.24","103"
"Kansas","$354.78","849","$260.49","643","$124.27","109"
"Kentucky","$337.75","1028","$181.84","1000","$120.32","134"
"Louisiana","$376.17","1090","$244.21","881","$152.27","228"
"Maine","$320.96","456","$259.79","438","$214.8","52"
"Montana","$279.19","591","$257.71","264","$734.65","22"
"Nebraska","$352.43","515","$248.69","518","$142.99","62"
"Nevada","$270.02","917","$219.58","943","$231.08","61"
"New Hampshire","$366.52","430","$289.58","451","$561.24","39"
"New Jersey","$355.02","2281","$293.96","2850","$232.39","191"
"New Mexico","$294.09","574","$217.68","440","$63.7","42"
"New York","$352.35","5904","$268.89","5918","$190.04","490"
"North Carolina","$355.54","2842","$247.18","1943","$152","231"
"North Dakota","$410.88","141","$360.77","203","$269.55","13"
"Ohio","$336.32","3104","$213.43","2863","$168.38","402"
"Oklahoma","$364.68","768","$228.95","684","$121.28","132"
"Oregon","$213.04","1638","$188.97","1348","$172.89","62"
"Maryland","$380.03","2005","$247.99","1579","$196.11","153"
"Massachusetts","$354.31","2917","$297.22","2499","$217.65","223"
"Michigan","$298.83","3097","$277.27","2569","$228.6","232"
"Minnesota","$370.99","1742","$279.14","1576","$182.59","102"
"Mississippi","$340.41","415","$150.79","353","$137.43","98"
"Missouri","$368.79","1581","$242.34","1315","$151.7","209"
"Pennsylvania","$372.57","3898","$267","3272","$194.42","371"
"Rhode Island","$334.4","535","$261.03","362","$207.93","33"
"South Carolina","$348.09","1166","$201.84","914","$176.45","120"
"South Dakota","$387.95","166","$367.48","170","$125.68","20"
"Tennessee","$358.52","1580","$225.91","1248","$199.16","149"
"Texas","$342.95","6089","$236.21","5757","$142.22","861"
"Utah","$292.2","700","$233.58","687","$168.59","44"
"Vermont","$379.42","282","$322.15","229","$187.64","25"
"Virginia","$374.06","2517","$288.28","1994","$224.13","204"
"Washington","$236","2376","$192.16","2396","$149.69","109"
"West Virginia","$361","360","$198.01","376","$158.25","40"
"Wisconsin","$358.02","1651","$269.52","1399","$229.03","129"
"Wyoming","$354.03","94","$378.44","135","$161.3","11"
