"State","HighQ","HighQN","MedQ","MedQN","LowQ","LowQN"
"Alabama","$340.67","1336","$203.6","1194","$147.57","154"
"Alaska","$288.79","316","$261.18","386","$407.31","32"
"Arizona","$300.55","2320","$208.89","2051","$185.64","275"
"Arkansas","$349.17","725","$182.95","690","$126.2","134"
"California","$245.4","14525","$191.95","16073","$188.57","949"
"Colorado","$236.96","2727","$196.51","2315","$230.11","160"
"Connecticut","$343.61","1539","$271.46","1671","$254.19","104"
"Delaware","$367.84","425","$227.43","353","$204.86","39"
"District of Columbia","$345.75","550","$290.12","461","$209.83","47"
"Florida","$302.56","8181","$217.72","6791","$152.01","617"
"Georgia","$326.96","3842","$215.7","2892","$146.68","271"
"Hawaii","$312.12","391","$274.89","445","$165.55","28"
"Idaho","$276.83","380","$251.22","562","$136.89","28"
"Illinois","$355.87","4864","$283.41","4527","$190.27","401"
"Indiana","$333.08","2059","$210.42","1875","$155.98","288"
"Iowa","$366.98","840","$289.42","841","$246.4","111"
"Kansas","$349.94","1003","$260.7","822","$122.62","127"
"Kentucky","$338.06","1269","$173.35","1256","$123.41","161"
"Louisiana","$366.83","1324","$245.27","1123","$143.37","279"
"Maine","$317.46","536","$246.02","550","$272.95","59"
"Montana","$267.47","666","$251.54","318","$609.45","28"
"Nebraska","$343.3","615","$249.95","610","$133.37","73"
"Nevada","$268.09","1074","$229.17","1188","$234.33","73"
"New Hampshire","$358.5","516","$290.02","554","$643","44"
"New Jersey","$349.94","2655","$288.3","3491","$223.83","225"
"New Mexico","$290.36","671","$201.78","547","$93.19","55"
"New York","$347.04","6831","$265.86","7284","$209.44","554"
"North Carolina","$350.2","3482","$244.81","2482","$149.37","272"
"North Dakota","$398.95","179","$363.1","261","$335.8","20"
"Ohio","$335.62","3680","$216.91","3612","$162.27","480"
"Oklahoma","$365.32","917","$232.09","890","$118.22","163"
"Oregon","$208.85","1900","$185.05","1639","$175.53","80"
"Maryland","$371.52","2432","$250.69","1999","$188.55","177"
"Massachusetts","$350.62","3495","$292.93","3100","$223.73","252"
"Michigan","$293.08","3569","$276.68","3161","$270.6","262"
"Minnesota","$359.08","2070","$278.05","2013","$181.2","110"
"Mississippi","$335.19","525","$145.88","453","$148.49","124"
"Missouri","$356.87","1919","$244.23","1729","$146.19","265"
"Pennsylvania","$367.05","4746","$266.9","4124","$192.02","440"
"Rhode Island","$324.61","625","$256.03","445","$199.96","39"
"South Carolina","$343.47","1425","$201.95","1153","$188.56","145"
"South Dakota","$378.21","189","$351.27","216","$123.94","22"
"Tennessee","$353.27","1932","$224.95","1585","$186.57","185"
"Texas","$337.86","7230","$232.79","7212","$144.18","1033"
"Utah","$289.42","824","$238.83","886","$204.58","56"
"Vermont","$375.8","322","$319.57","291","$190.36","26"
"Virginia","$368.9","3002","$291.35","2538","$222.18","247"
"Washington","$232.06","2836","$189.93","2908","$138.47","136"
"West Virginia","$354.4","471","$215.1","459","$155.8","49"
"Wisconsin","$353.52","1934","$271.78","1775","$237.56","145"
"Wyoming","$351.78","110","$360.09","159","$161.3","12"
