"State","HighQ","HighQN","MedQ","MedQN","LowQ","LowQN"
"Alabama","$340.3","1123","$202.48","1014","$145.98","132"
"Alaska","$284.21","275","$253.74","319","$388.58","26"
"Arizona","$303.35","2061","$209.86","1744","$196.29","236"
"Arkansas","$358.79","615","$183.03","582","$127.31","124"
"California","$248.23","12826","$192.87","13699","$190.78","819"
"Colorado","$237.31","2364","$197.88","1947","$227.89","143"
"Connecticut","$346.79","1370","$277.09","1432","$252.31","95"
"Delaware","$372.13","371","$226.88","289","$206.61","36"
"District of Columbia","$349.57","468","$293.79","381","$208.53","41"
"Florida","$305.48","7008","$219.52","5686","$154.08","536"
"Georgia","$331.7","3310","$213.81","2427","$153.61","236"
"Hawaii","$308.59","345","$273.2","374","$167.62","27"
"Idaho","$275.29","330","$258.09","480","$129.39","23"
"Illinois","$355.75","4292","$287.37","3894","$176.42","358"
"Indiana","$335.02","1803","$208.1","1562","$168.7","261"
"Iowa","$371.38","739","$292.9","704","$247.69","107"
"Kansas","$354.02","877","$261.44","688","$113.7","111"
"Kentucky","$338.95","1080","$180.86","1050","$124.52","142"
"Louisiana","$373.41","1159","$243.68","941","$148.11","246"
"Maine","$320.29","475","$259.74","462","$214.8","52"
"Montana","$270.01","609","$251.5","281","$734.65","22"
"Nebraska","$347.42","543","$249","542","$141.76","64"
"Nevada","$269.38","950","$218.53","991","$252.49","63"
"New Hampshire","$376.25","456","$289.71","479","$677.38","41"
"New Jersey","$354.07","2361","$291.89","2996","$233.99","203"
"New Mexico","$292.01","600","$217.27","461","$63.7","42"
"New York","$351.31","6144","$268.06","6251","$189.78","505"
"North Carolina","$355.29","2973","$248.17","2050","$152.4","242"
"North Dakota","$405.84","149","$351.63","223","$363.11","16"
"Ohio","$336.5","3251","$213.74","3037","$166.38","423"
"Oklahoma","$364.48","809","$228.14","732","$118.85","139"
"Oregon","$212.14","1711","$188.86","1421","$169.34","68"
"Maryland","$379.84","2112","$250.44","1675","$192.2","158"
"Massachusetts","$352.33","3050","$296.59","2631","$221.4","229"
"Michigan","$297.62","3205","$275.33","2700","$225.94","237"
"Minnesota","$369.89","1811","$278.04","1666","$181.28","103"
"Mississippi","$338.27","441","$147.95","384","$142.03","108"
"Missouri","$368","1670","$241.98","1398","$149.77","216"
"Pennsylvania","$371.02","4134","$266.75","3485","$190.74","391"
"Rhode Island","$332.78","559","$260.35","382","$201.75","34"
"South Carolina","$345.93","1244","$202.25","978","$174.45","128"
"South Dakota","$390.15","174","$367.51","181","$124.17","21"
"Tennessee","$357.63","1661","$227.17","1330","$193.92","162"
"Texas","$341.51","6392","$235.91","6145","$143.79","916"
"Utah","$292.16","728","$234.23","742","$189.78","47"
"Vermont","$377.65","291","$321.33","246","$187.64","25"
"Virginia","$372.76","2632","$288.59","2130","$227.61","222"
"Washington","$235.46","2481","$191.25","2519","$146.19","116"
"West Virginia","$363.64","395","$197.21","397","$158.3","41"
"Wisconsin","$357.89","1729","$270.32","1485","$239.71","137"
"Wyoming","$354.11","95","$378.34","140","$161.3","11"
