"State","HighQ","HighQN","MedQ","MedQN","LowQ","LowQN"
"Alabama","$340.18","1061","$199.47","959","$149.6","125"
"Alaska","$289.29","259","$262.97","304","$388.58","26"
"Arizona","$303.54","1961","$209.97","1651","$197.53","224"
"Arkansas","$361.2","586","$184.82","552","$125.22","115"
"California","$248.45","12301","$193.46","13039","$192.88","788"
"Colorado","$236.47","2227","$197.84","1815","$213.49","132"
"Connecticut","$347.18","1314","$273.68","1346","$257.36","91"
"Delaware","$373.35","352","$227.59","279","$199.88","34"
"District of Columbia","$351.13","450","$293.87","355","$211.38","40"
"Florida","$306.44","6621","$219.76","5329","$157.49","522"
"Georgia","$331.86","3153","$214.05","2318","$154.7","233"
"Hawaii","$310.16","332","$272.12","356","$160.46","25"
"Idaho","$277.13","318","$257.13","452","$133.75","22"
"Illinois","$359.49","4074","$287.4","3703","$180.75","336"
"Indiana","$336.65","1696","$207.16","1479","$153.12","252"
"Iowa","$371.51","704","$292.09","663","$252.24","103"
"Kansas","$354.83","850","$260.74","645","$124.27","109"
"Kentucky","$337.93","1030","$181.84","1000","$124.83","135"
"Louisiana","$375.75","1093","$244.21","881","$152.27","228"
"Maine","$320.96","456","$260.15","439","$214.8","52"
"Montana","$279.19","592","$257.68","265","$734.65","22"
"Nebraska","$352.43","515","$248.38","519","$142.99","62"
"Nevada","$270.32","920","$219.58","943","$231.08","61"
"New Hampshire","$379.09","432","$289.58","451","$561.24","39"
"New Jersey","$355.04","2282","$294","2851","$232.39","191"
"New Mexico","$294.09","574","$217.88","441","$63.7","42"
"New York","$352.29","5913","$268.8","5930","$190.04","490"
"North Carolina","$355.43","2848","$246.97","1946","$152","231"
"North Dakota","$410.88","141","$360.77","203","$269.55","13"
"Ohio","$336.39","3107","$213.65","2867","$167.77","404"
"Oklahoma","$364.73","769","$228.78","685","$121.28","132"
"Oregon","$213.04","1639","$188.93","1351","$172.89","62"
"Maryland","$379.95","2007","$247.85","1582","$196.11","153"
"Massachusetts","$354.35","2918","$297.1","2504","$217.65","223"
"Michigan","$298.76","3100","$276.93","2574","$228.6","232"
"Minnesota","$370.92","1744","$278.84","1578","$182.59","102"
"Mississippi","$340.41","415","$151.59","354","$137.43","98"
"Missouri","$368.75","1583","$242.38","1316","$151.7","209"
"Pennsylvania","$372.42","3903","$266.9","3277","$194.42","371"
"Rhode Island","$334.3","536","$261.08","364","$207.93","33"
"South Carolina","$348.1","1169","$201.92","916","$176.45","120"
"South Dakota","$387.95","166","$367.48","170","$125.68","20"
"Tennessee","$358.68","1582","$224.35","1252","$199.16","149"
"Texas","$342.83","6094","$236.25","5768","$142.29","862"
"Utah","$292.2","700","$233.26","688","$168.59","44"
"Vermont","$378.89","283","$322.15","229","$187.64","25"
"Virginia","$373.99","2522","$288.25","1996","$223.74","206"
"Washington","$235.96","2378","$192.16","2397","$149.69","109"
"West Virginia","$361","360","$198.01","376","$158.25","40"
"Wisconsin","$358.24","1652","$269.35","1400","$229.03","129"
"Wyoming","$354.03","94","$378.44","135","$161.3","11"
