"State","HighQ","HighQN","MedQ","MedQN","LowQ","LowQN"
"Alabama","$340.3","1110","$200.93","998","$152.02","129"
"Alaska","$285.81","271","$254.28","316","$388.58","26"
"Arizona","$303.33","2034","$210.4","1722","$195.85","232"
"Arkansas","$358.4","609","$182.92","578","$128.14","121"
"California","$248.37","12688","$192.92","13550","$191.14","812"
"Colorado","$237.29","2333","$198.19","1923","$223.6","139"
"Connecticut","$346.8","1361","$274.1","1408","$252.31","95"
"Delaware","$373.41","366","$226.97","286","$199.89","35"
"District of Columbia","$349.92","464","$293.64","375","$208.53","41"
"Florida","$305.7","6920","$219.97","5597","$154.33","535"
"Georgia","$332.35","3270","$214.45","2398","$153.61","236"
"Hawaii","$308.15","341","$272.51","372","$167.62","27"
"Idaho","$276.08","329","$257.88","472","$133.75","22"
"Illinois","$356.23","4253","$287.73","3844","$176.42","358"
"Indiana","$335.46","1769","$208.72","1540","$161.26","258"
"Iowa","$371.16","730","$292.89","690","$249.95","106"
"Kansas","$354.41","870","$260.48","676","$113.7","111"
"Kentucky","$339.18","1066","$181.33","1037","$124.52","141"
"Louisiana","$373.94","1144","$242.59","926","$149.14","241"
"Maine","$320.45","474","$259.23","458","$214.8","52"
"Montana","$270.27","604","$251.88","278","$734.65","22"
"Nebraska","$349.02","537","$249.21","537","$142.51","63"
"Nevada","$270.04","942","$219.08","980","$252.49","63"
"New Hampshire","$376.43","455","$289.12","475","$550.95","40"
"New Jersey","$354.55","2342","$292.45","2964","$232.29","202"
"New Mexico","$293.33","590","$205.83","457","$63.7","42"
"New York","$351.44","6112","$268.49","6174","$189.91","500"
"North Carolina","$355.62","2950","$247.47","2019","$150.59","238"
"North Dakota","$409.97","146","$335.69","218","$363.11","16"
"Ohio","$336.41","3213","$213.65","2996","$166.95","417"
"Oklahoma","$364.34","800","$228.03","721","$120.16","136"
"Oregon","$212.17","1688","$188.96","1400","$172.23","66"
"Maryland","$380.54","2091","$250.34","1660","$193.74","155"
"Massachusetts","$352.7","3022","$296.83","2604","$221.93","228"
"Michigan","$297.74","3183","$276.02","2676","$226.58","235"
"Minnesota","$369.77","1795","$278.62","1647","$181.28","103"
"Mississippi","$339.19","435","$148.86","375","$142.33","107"
"Missouri","$367.11","1647","$241.41","1376","$150","215"
"Pennsylvania","$371.05","4080","$266.48","3445","$191.47","388"
"Rhode Island","$332.73","553","$260.24","380","$201.75","34"
"South Carolina","$346.14","1223","$202.23","961","$174.45","128"
"South Dakota","$389.9","170","$367.51","177","$124.17","21"
"Tennessee","$358.26","1647","$225.92","1314","$195.74","159"
"Texas","$341.73","6311","$236.21","6057","$144.2","907"
"Utah","$292.37","720","$233.98","735","$187.95","45"
"Vermont","$377.22","289","$321.36","242","$187.64","25"
"Virginia","$373.26","2605","$287.32","2101","$226.45","221"
"Washington","$235.58","2457","$191.1","2490","$146.34","115"
"West Virginia","$363.67","386","$197.14","394","$158.3","41"
"Wisconsin","$357.79","1709","$271.09","1466","$239.71","137"
"Wyoming","$354.03","94","$379","139","$161.3","11"
