"State","HighQ","HighQN","MedQ","MedQN","LowQ","LowQN"
"Alabama","$340.72","1343","$203.54","1201","$147.74","156"
"Alaska","$287.97","319","$260.96","388","$407.31","32"
"Arizona","$300.54","2332","$209.36","2063","$186.79","276"
"Arkansas","$349.29","727","$183.17","697","$126.2","134"
"California","$245.39","14628","$191.87","16190","$189.29","955"
"Colorado","$238.2","2744","$196.62","2339","$229.01","161"
"Connecticut","$343.13","1553","$271.63","1681","$254.19","104"
"Delaware","$369.14","429","$228.77","360","$204.86","39"
"District of Columbia","$345.89","552","$290.76","466","$209.83","47"
"Florida","$302.32","8239","$217.87","6857","$152.01","617"
"Georgia","$326.82","3866","$215.52","2912","$146.79","274"
"Hawaii","$312.1","393","$273.96","449","$165.55","28"
"Idaho","$277.13","382","$250.45","569","$136.89","28"
"Illinois","$355.74","4897","$283.39","4575","$190.77","403"
"Indiana","$332.97","2077","$210.73","1890","$155.83","289"
"Iowa","$367.36","844","$289.85","846","$249.3","112"
"Kansas","$350.36","1010","$261.41","825","$122.25","128"
"Kentucky","$338.22","1279","$172.99","1269","$123.79","162"
"Louisiana","$366.74","1328","$245.57","1135","$143.14","281"
"Maine","$317.43","537","$246.06","554","$272.95","59"
"Montana","$267.33","669","$251.01","320","$609.45","28"
"Nebraska","$343.26","616","$250.61","612","$133.37","73"
"Nevada","$268.12","1079","$229.18","1195","$233.04","74"
"New Hampshire","$358.36","517","$289.63","561","$643","44"
"New Jersey","$349.87","2678","$288.34","3516","$224.99","226"
"New Mexico","$290.55","678","$202.1","553","$96.93","56"
"New York","$347.28","6889","$265.8","7357","$209.46","555"
"North Carolina","$350.4","3513","$245.14","2495","$149.37","272"
"North Dakota","$399.42","181","$364.82","264","$335.8","20"
"Ohio","$335.09","3706","$217.38","3650","$162.55","483"
"Oklahoma","$366.28","924","$231.62","895","$118.22","163"
"Oregon","$208.87","1913","$184.91","1656","$175.53","80"
"Maryland","$371.3","2456","$251.04","2020","$187.53","178"
"Massachusetts","$350.51","3528","$290.42","3118","$221.92","256"
"Michigan","$292.66","3585","$276.13","3190","$270.65","263"
"Minnesota","$358.54","2083","$277.51","2041","$184.78","112"
"Mississippi","$335.57","527","$145.89","457","$147.6","126"
"Missouri","$355.22","1939","$244.29","1745","$146.35","267"
"Pennsylvania","$366.68","4775","$266.81","4147","$191.84","444"
"Rhode Island","$323.95","628","$256.63","449","$199.96","39"
"South Carolina","$343.37","1438","$202.08","1172","$187.93","146"
"South Dakota","$377.86","190","$351.27","216","$123.94","22"
"Tennessee","$353.05","1948","$225","1593","$186","186"
"Texas","$338.01","7280","$232.26","7279","$144.61","1042"
"Utah","$289.02","834","$238.91","891","$204.58","56"
"Vermont","$375.49","326","$318.75","296","$190.36","27"
"Virginia","$368.5","3019","$291.24","2553","$222.89","249"
"Washington","$232","2867","$190.13","2955","$138.47","136"
"West Virginia","$354.71","473","$214.94","463","$157.32","50"
"Wisconsin","$353.29","1945","$271.58","1787","$237.56","145"
"Wyoming","$351.78","110","$360.09","160","$161.3","12"
