"State","HighQ","HighQN","MedQ","MedQN","LowQ","LowQN"
"Alabama","$341.03","1259","$204.72","1126","$143.76","144"
"Alaska","$288.55","298","$257.4","353","$375.82","27"
"Arizona","$300.81","2224","$208.23","1942","$190.59","262"
"Arkansas","$352.14","685","$184.69","642","$129.02","128"
"California","$246.09","13825","$191.82","15098","$191.43","898"
"Colorado","$236.72","2599","$196.82","2186","$233.09","155"
"Connecticut","$345.06","1473","$272.42","1566","$251.03","100"
"Delaware","$369.2","404","$228.59","323","$209.72","38"
"District of Columbia","$347.51","510","$292","425","$209.83","47"
"Florida","$304.23","7754","$217.65","6368","$153.21","593"
"Georgia","$328.96","3629","$214.8","2701","$154.26","256"
"Hawaii","$314.53","377","$266.61","418","$165.55","28"
"Idaho","$276.18","358","$252.73","525","$139.21","27"
"Illinois","$356.54","4650","$285.98","4272","$189.38","383"
"Indiana","$335.07","1949","$210.23","1740","$156.73","277"
"Iowa","$369.13","799","$290.09","781","$247.1","110"
"Kansas","$350.31","964","$261.72","771","$118.41","121"
"Kentucky","$339.34","1196","$182.41","1174","$124.69","155"
"Louisiana","$370.38","1251","$244.35","1045","$145.8","266"
"Maine","$317.35","517","$258.23","512","$274.25","58"
"Montana","$268.22","639","$252.4","310","$645.6","26"
"Nebraska","$343.91","594","$250.96","581","$136.34","70"
"Nevada","$268.33","1030","$227.57","1108","$243.46","66"
"New Hampshire","$359.59","489","$291.36","523","$677.38","41"
"New Jersey","$351.45","2542","$290.75","3287","$230.87","219"
"New Mexico","$290.62","644","$200.99","516","$87.84","50"
"New York","$349.01","6559","$266.57","6843","$205.18","532"
"North Carolina","$352.21","3291","$244.12","2309","$150.84","256"
"North Dakota","$391.23","169","$350.39","245","$334.13","18"
"Ohio","$336.05","3524","$216.35","3389","$164.2","452"
"Oklahoma","$366.37","875","$234.87","823","$119.23","158"
"Oregon","$210.03","1817","$185.72","1559","$165.81","76"
"Maryland","$375.03","2301","$250.5","1862","$188.84","169"
"Massachusetts","$350.75","3306","$294.02","2902","$219.16","244"
"Michigan","$295.29","3416","$277.33","2960","$275.43","252"
"Minnesota","$367.06","1987","$276.77","1882","$183.45","108"
"Mississippi","$340.81","491","$145.9","425","$140.57","120"
"Missouri","$368.31","1827","$243.4","1587","$142.01","241"
"Pennsylvania","$368.2","4499","$267.54","3860","$195.97","426"
"Rhode Island","$330.08","594","$258.55","417","$208.36","35"
"South Carolina","$342.65","1360","$201.09","1080","$186.91","139"
"South Dakota","$386.25","181","$355.63","200","$123.94","22"
"Tennessee","$355.29","1822","$225.09","1476","$187.46","176"
"Texas","$339.23","6918","$233.72","6818","$142.8","987"
"Utah","$290.32","792","$240.01","824","$204.76","51"
"Vermont","$376.44","314","$320.96","273","$190.36","26"
"Virginia","$370.09","2846","$288.54","2364","$222.83","240"
"Washington","$233.3","2681","$190.36","2755","$141.86","123"
"West Virginia","$354.78","443","$214.48","432","$156.1","48"
"Wisconsin","$354.9","1856","$271.93","1659","$239.46","143"
"Wyoming","$349.95","107","$359.98","155","$161.3","11"
