"State","HighQ","HighQN","MedQ","MedQN","LowQ","LowQN"
"Alabama","$339.06","1042","$198.64","933","$149.49","123"
"Alaska","$288.75","252","$260.6","297","$388.58","26"
"Arizona","$303.31","1941","$209.35","1625","$189.45","222"
"Arkansas","$361.85","576","$185.62","544","$125.87","112"
"California","$248.78","12096","$193.56","12812","$192.92","778"
"Colorado","$236.31","2161","$195.29","1728","$213.5","128"
"Connecticut","$347.9","1294","$273.97","1316","$257.36","91"
"Delaware","$373.18","347","$226.25","273","$199.88","34"
"District of Columbia","$352.26","433","$295.67","349","$213.72","39"
"Florida","$306.43","6506","$220.03","5237","$158.26","514"
"Georgia","$332.21","3099","$213.52","2269","$153.45","229"
"Hawaii","$310.96","328","$270.38","350","$160.46","25"
"Idaho","$276.05","315","$254.96","445","$132.61","20"
"Illinois","$359.74","4008","$287.23","3644","$181.25","329"
"Indiana","$336.8","1665","$206.24","1446","$154.05","248"
"Iowa","$371.7","697","$292.34","649","$252.24","103"
"Kansas","$353.51","838","$260.97","628","$124.27","109"
"Kentucky","$337.33","1013","$183.17","986","$120.31","132"
"Louisiana","$377.71","1071","$243.26","864","$153.73","224"
"Maine","$321.1","450","$259.18","425","$214.8","52"
"Montana","$279.73","585","$257.98","258","$734.65","22"
"Nebraska","$352.64","508","$247.03","510","$142.99","62"
"Nevada","$269.61","899","$218.67","928","$231.08","61"
"New Hampshire","$366.47","422","$289.81","441","$561.05","38"
"New Jersey","$354.91","2244","$294.39","2799","$225.62","185"
"New Mexico","$293.86","565","$216.55","434","$63.7","42"
"New York","$351.98","5800","$268.88","5824","$190.38","482"
"North Carolina","$355.88","2775","$247.26","1911","$152.09","226"
"North Dakota","$412.84","137","$361.95","200","$269.55","13"
"Ohio","$336.63","3050","$212.44","2817","$168.87","399"
"Oklahoma","$364.57","754","$228.12","664","$121.6","131"
"Oregon","$213.49","1612","$188.55","1336","$175.87","61"
"Maryland","$380.03","1963","$248.71","1546","$196.59","152"
"Massachusetts","$354.84","2878","$297.28","2467","$217.89","219"
"Michigan","$299.36","3048","$277.63","2529","$227.48","230"
"Minnesota","$371.18","1712","$280.57","1532","$183.29","101"
"Mississippi","$340.28","410","$150.02","350","$137.29","95"
"Missouri","$371.57","1559","$241.63","1287","$153.48","204"
"Pennsylvania","$372.68","3829","$266.44","3205","$194.12","364"
"Rhode Island","$335.29","529","$262.07","360","$207.93","33"
"South Carolina","$349.42","1153","$201.99","902","$176.93","119"
"South Dakota","$387.8","161","$362.7","167","$125.68","20"
"Tennessee","$359.75","1546","$223.62","1220","$200.59","147"
"Texas","$343.33","5985","$235.87","5631","$141.96","850"
"Utah","$291.54","684","$233.11","664","$169.84","42"
"Vermont","$379.88","277","$323.31","224","$187.06","24"
"Virginia","$374.01","2472","$288.44","1959","$223.02","202"
"Washington","$236.03","2351","$192.06","2345","$148.33","108"
"West Virginia","$360.8","350","$197.75","367","$158.25","40"
"Wisconsin","$357.99","1623","$267.95","1368","$229.91","125"
"Wyoming","$355.9","93","$378.95","134","$161.3","11"
