"State","HighQ","HighQN","MedQ","MedQN","LowQ","LowQN"
"Alabama","$341.28","1228","$204.39","1104","$143.98","143"
"Alaska","$287.92","291","$256.44","348","$375.82","27"
"Arizona","$301.57","2194","$209.48","1897","$193.97","253"
"Arkansas","$352.4","679","$183.99","630","$129.02","128"
"California","$246.23","13594","$192.01","14796","$192.76","878"
"Colorado","$237.05","2552","$196.5","2130","$228.07","153"
"Connecticut","$345.3","1454","$274.86","1534","$249.46","99"
"Delaware","$371.31","397","$227.37","320","$209.72","38"
"District of Columbia","$346.78","501","$289.99","417","$214.01","45"
"Florida","$304.38","7581","$218.71","6204","$152.28","587"
"Georgia","$329.05","3572","$214.98","2637","$154.62","250"
"Hawaii","$314.2","370","$275.69","409","$167.62","27"
"Idaho","$274.75","351","$255.15","516","$139.21","27"
"Illinois","$356.92","4579","$286.35","4181","$189.63","377"
"Indiana","$334.75","1914","$209.64","1700","$157.92","272"
"Iowa","$370.31","784","$292.39","765","$247.1","110"
"Kansas","$350.85","951","$261.47","752","$120.19","119"
"Kentucky","$336.39","1173","$182.62","1144","$125.27","150"
"Louisiana","$370.41","1228","$243.41","1024","$147.57","260"
"Maine","$318.54","508","$257.98","498","$216.72","56"
"Montana","$268.79","633","$250.49","305","$660.67","25"
"Nebraska","$344.29","584","$250.8","574","$140.02","68"
"Nevada","$268.24","1007","$226.71","1083","$243.46","66"
"New Hampshire","$360.79","483","$290.85","512","$677.38","41"
"New Jersey","$352.68","2503","$291.05","3232","$232.13","215"
"New Mexico","$291.26","632","$201.4","508","$80.21","47"
"New York","$349.58","6467","$266.69","6721","$205.7","524"
"North Carolina","$353.85","3223","$245.07","2260","$150.89","253"
"North Dakota","$392.48","166","$351.6","241","$347.51","17"
"Ohio","$336.17","3464","$215.58","3317","$164.6","448"
"Oklahoma","$366.71","860","$231.12","802","$121.07","153"
"Oregon","$210.2","1802","$186.02","1533","$165.75","75"
"Maryland","$375.53","2259","$249.9","1825","$189.32","167"
"Massachusetts","$350.46","3253","$294.68","2837","$219.35","240"
"Michigan","$295.43","3370","$278.4","2895","$272.58","248"
"Minnesota","$367.63","1951","$277.11","1839","$183.45","108"
"Mississippi","$340.61","481","$146.13","411","$141.39","118"
"Missouri","$368.08","1801","$245.08","1545","$148.35","231"
"Pennsylvania","$368.67","4430","$267.52","3773","$195.66","419"
"Rhode Island","$330.59","588","$259.85","409","$201.75","34"
"South Carolina","$344.49","1331","$202.91","1064","$186.91","139"
"South Dakota","$387.6","179","$355.3","197","$124.17","21"
"Tennessee","$356.83","1785","$225.09","1448","$189.4","173"
"Texas","$339.76","6807","$233.86","6681","$143.15","969"
"Utah","$291.1","776","$241.31","813","$188.53","50"
"Vermont","$376.65","308","$318.98","267","$190.36","26"
"Virginia","$371.26","2791","$288.34","2303","$224.33","235"
"Washington","$233.58","2652","$190.78","2704","$142.63","122"
"West Virginia","$357.05","434","$215.08","428","$158.25","46"
"Wisconsin","$355.55","1833","$271.05","1628","$241.02","141"
"Wyoming","$355.73","105","$362.56","150","$161.3","11"
