"State","HighQ","HighQN","MedQ","MedQN","LowQ","LowQN"
"Alabama","$340.76","1365","$202.74","1219","$147.51","157"
"Alaska","$287.33","323","$261.37","395","$407.31","32"
"Arizona","$300.98","2364","$209.11","2092","$186.63","277"
"Arkansas","$348.51","736","$182.09","705","$126.2","134"
"California","$245.5","14814","$191.7","16454","$188.94","965"
"Colorado","$238.23","2775","$196.45","2381","$227.66","162"
"Connecticut","$342.48","1583","$273.19","1711","$254.44","105"
"Delaware","$367.47","437","$229.71","368","$204.86","39"
"District of Columbia","$345.86","564","$289.94","475","$209.83","47"
"Florida","$302.16","8329","$217.86","6967","$151.98","623"
"Georgia","$327.06","3906","$215.73","2947","$145.62","278"
"Hawaii","$311.65","401","$265.51","453","$174.23","29"
"Idaho","$276.95","386","$249.88","578","$132.87","30"
"Illinois","$355.82","4952","$282.79","4664","$192.2","406"
"Indiana","$333.03","2093","$210.66","1915","$155.18","291"
"Iowa","$367.47","854","$289.21","860","$249.3","112"
"Kansas","$350.84","1023","$262.48","843","$122.23","129"
"Kentucky","$338.36","1294","$182.66","1285","$123.92","163"
"Louisiana","$366.53","1350","$244.75","1157","$143.52","282"
"Maine","$318.2","543","$245.93","560","$272.95","59"
"Montana","$267.03","673","$243.93","328","$588.04","29"
"Nebraska","$341.38","626","$250.33","621","$133.37","73"
"Nevada","$269.01","1099","$228.88","1218","$235.3","75"
"New Hampshire","$358.44","520","$290.52","570","$617.09","46"
"New Jersey","$349.79","2708","$288.24","3570","$226.46","232"
"New Mexico","$290.67","688","$201.74","565","$96.32","57"
"New York","$347.23","6967","$265.71","7472","$209.23","556"
"North Carolina","$349.99","3562","$245.2","2545","$149.22","277"
"North Dakota","$399.88","183","$365.31","267","$335.8","20"
"Ohio","$334.88","3756","$217.57","3693","$165.81","493"
"Oklahoma","$365.39","933","$232.5","912","$121.01","166"
"Oregon","$208.97","1946","$184.35","1695","$175.2","81"
"Maryland","$370.87","2496","$252.26","2066","$187.53","178"
"Massachusetts","$350.27","3571","$289.35","3164","$222.86","263"
"Michigan","$292.41","3616","$275.84","3229","$268.2","266"
"Minnesota","$358.12","2102","$276.92","2070","$186.2","113"
"Mississippi","$336.04","530","$145.31","463","$146.12","128"
"Missouri","$355.65","1959","$245.37","1778","$146","269"
"Pennsylvania","$366.48","4837","$267.55","4208","$192.22","451"
"Rhode Island","$323.2","635","$257.9","457","$199.96","40"
"South Carolina","$342.2","1459","$201.22","1191","$186.76","147"
"South Dakota","$377.24","193","$351.96","222","$123.94","22"
"Tennessee","$353.34","1970","$224.92","1617","$184.61","190"
"Texas","$337.63","7376","$232.75","7393","$144.31","1046"
"Utah","$288.35","849","$239.51","904","$204.58","56"
"Vermont","$375.57","327","$318.51","301","$190.36","27"
"Virginia","$368.08","3051","$291.97","2595","$222.65","251"
"Washington","$232.62","2933","$189.93","3051","$138.47","136"
"West Virginia","$353.85","482","$214.91","465","$148.86","53"
"Wisconsin","$353.39","1971","$271.65","1819","$237.56","145"
"Wyoming","$350.99","114","$359.34","163","$161.3","12"
