"State","HighQ","HighQN","MedQ","MedQN","LowQ","LowQN"
"Alabama","$339.2","1102","$201.1","991","$152.02","129"
"Alaska","$288.12","268","$253.97","314","$388.58","26"
"Arizona","$303.2","2025","$210.16","1714","$195.85","232"
"Arkansas","$359.41","604","$183.12","577","$128.14","121"
"California","$248.25","12623","$192.87","13465","$191.54","806"
"Colorado","$237.57","2318","$198.53","1914","$223.47","138"
"Connecticut","$346.8","1355","$274.06","1394","$252.31","95"
"Delaware","$373.46","365","$227.38","285","$199.88","34"
"District of Columbia","$349.92","464","$292.22","371","$211.38","40"
"Florida","$305.84","6869","$219.93","5553","$156.83","533"
"Georgia","$332.04","3250","$214.51","2384","$154.23","235"
"Hawaii","$308.24","340","$272.99","370","$162.11","26"
"Idaho","$275.3","327","$257.57","466","$133.75","22"
"Illinois","$356.6","4222","$287.72","3829","$177.09","356"
"Indiana","$335.28","1756","$208.63","1535","$161.51","257"
"Iowa","$370.07","727","$292.48","687","$249.95","106"
"Kansas","$354.75","865","$260.96","670","$113.7","111"
"Kentucky","$339.03","1063","$181.45","1032","$125.11","138"
"Louisiana","$374.16","1142","$242.37","920","$149.09","240"
"Maine","$320.59","472","$259.32","456","$214.8","52"
"Montana","$271.02","602","$251.34","274","$734.65","22"
"Nebraska","$349.72","535","$248.29","532","$142.51","63"
"Nevada","$270.21","939","$218.84","976","$252.49","63"
"New Hampshire","$376.39","453","$285.94","473","$550.95","40"
"New Jersey","$354.52","2332","$292.46","2948","$232.53","200"
"New Mexico","$293.25","589","$206.03","454","$63.7","42"
"New York","$351.6","6080","$268.63","6138","$189.91","500"
"North Carolina","$355.37","2939","$247.41","2009","$150.59","238"
"North Dakota","$408.87","145","$335.38","216","$363.11","16"
"Ohio","$336.52","3200","$213.82","2977","$166.96","416"
"Oklahoma","$364.32","795","$227.93","717","$120.16","136"
"Oregon","$212.2","1683","$188.86","1390","$172.23","66"
"Maryland","$380.42","2078","$250.16","1651","$193.74","155"
"Massachusetts","$352.78","3015","$296.98","2594","$220.39","227"
"Michigan","$297.97","3171","$276.24","2660","$228.04","233"
"Minnesota","$369.75","1793","$278.41","1639","$181.28","103"
"Mississippi","$338.51","432","$148.77","372","$143.99","105"
"Missouri","$367.36","1640","$241.96","1358","$149.58","214"
"Pennsylvania","$371.07","4048","$266.6","3413","$191.47","388"
"Rhode Island","$333.09","551","$261.15","377","$201.75","34"
"South Carolina","$345.77","1220","$202.03","955","$173.44","127"
"South Dakota","$389.9","170","$367.51","177","$125.68","20"
"Tennessee","$357.8","1639","$225.82","1308","$195.96","158"
"Texas","$342.02","6268","$236.25","6021","$142.63","894"
"Utah","$293.18","715","$233.67","729","$187.95","45"
"Vermont","$377.22","289","$321.36","242","$187.64","25"
"Virginia","$373.53","2592","$287.87","2092","$226.66","220"
"Washington","$235.51","2444","$191.22","2474","$153.14","114"
"West Virginia","$364.28","379","$196.5","391","$158.3","41"
"Wisconsin","$357.73","1704","$270.77","1459","$235.27","134"
"Wyoming","$354.03","94","$378.82","138","$161.3","11"
