"State","HighQ","HighQN","MedQ","MedQN","LowQ","LowQN"
"Alabama","$341.12","1329","$204.57","1185","$148.39","152"
"Alaska","$288.79","316","$262.23","380","$372.09","31"
"Arizona","$302.79","2309","$209.02","2034","$185.68","273"
"Arkansas","$349.89","717","$184.15","680","$126.2","134"
"California","$245.47","14419","$191.98","15905","$189.1","941"
"Colorado","$236.95","2707","$196.47","2295","$231.56","158"
"Connecticut","$343.69","1530","$271.69","1654","$256.92","102"
"Delaware","$368.15","420","$232.06","347","$204.86","39"
"District of Columbia","$345.06","544","$292.33","453","$209.83","47"
"Florida","$302.69","8121","$217.76","6729","$151.87","614"
"Georgia","$327.19","3805","$215.45","2867","$146.68","271"
"Hawaii","$313.71","386","$275.71","439","$165.55","28"
"Idaho","$276.16","373","$250.09","556","$136.89","28"
"Illinois","$356.13","4833","$284.92","4486","$190.2","397"
"Indiana","$333.32","2041","$210.91","1862","$155.47","287"
"Iowa","$366.86","830","$290.25","828","$247.1","110"
"Kansas","$350.67","997","$259.45","813","$120.12","126"
"Kentucky","$338.62","1260","$182","1243","$124.06","160"
"Louisiana","$367.06","1314","$245.11","1113","$143.37","279"
"Maine","$316.82","533","$256.36","546","$272.95","59"
"Montana","$267.65","661","$252.01","316","$632.31","27"
"Nebraska","$344.06","611","$250.15","608","$133.37","73"
"Nevada","$268.1","1065","$229.16","1178","$233.41","72"
"New Hampshire","$358.39","512","$290.24","545","$657.98","43"
"New Jersey","$350.13","2646","$288.54","3449","$224","223"
"New Mexico","$290.36","671","$201.2","540","$93.93","54"
"New York","$347.4","6791","$266.12","7227","$205.48","546"
"North Carolina","$350.32","3456","$244.56","2459","$150.18","269"
"North Dakota","$401.15","178","$363.29","260","$335.8","20"
"Ohio","$335.74","3655","$217.22","3578","$162.32","474"
"Oklahoma","$365.27","907","$234.52","875","$118.22","163"
"Oregon","$208.98","1885","$185.16","1627","$162.91","79"
"Maryland","$371.7","2403","$250.86","1984","$189.57","176"
"Massachusetts","$350.68","3463","$292.94","3056","$221.94","250"
"Michigan","$293.6","3544","$277.4","3124","$272.54","258"
"Minnesota","$359.21","2062","$278.77","1993","$181.2","110"
"Mississippi","$337.14","518","$146.17","451","$146.82","123"
"Missouri","$362.01","1904","$244.02","1710","$146.62","263"
"Pennsylvania","$367.29","4699","$267.27","4077","$192.23","439"
"Rhode Island","$324.61","620","$255.77","442","$203.71","38"
"South Carolina","$343.06","1419","$201.27","1144","$189.76","144"
"South Dakota","$378.98","188","$350.73","211","$123.94","22"
"Tennessee","$353.63","1914","$224.75","1567","$187.33","182"
"Texas","$338.21","7173","$232.74","7162","$144.37","1027"
"Utah","$289.43","819","$238.73","876","$204.58","56"
"Vermont","$376.94","317","$319.57","291","$190.36","26"
"Virginia","$368.72","2980","$291.16","2513","$221.99","245"
"Washington","$232.3","2817","$189.94","2890","$138.79","134"
"West Virginia","$354.22","467","$216.14","455","$155.8","49"
"Wisconsin","$353.78","1922","$271.71","1754","$237.56","145"
"Wyoming","$351.25","109","$359.79","158","$161.3","12"
