"State","HighQ","HighQN","MedQ","MedQN","LowQ","LowQN"
"Alabama","$340.75","1312","$204.03","1179","$146.12","151"
"Alaska","$286.93","310","$262.65","377","$359.87","30"
"Arizona","$302.51","2285","$208.91","2013","$186.22","272"
"Arkansas","$349.63","712","$184.18","666","$126.41","132"
"California","$245.56","14276","$192.16","15720","$189.73","934"
"Colorado","$236.98","2680","$196.39","2268","$231.56","158"
"Connecticut","$343.48","1516","$272.78","1623","$258.75","101"
"Delaware","$368.97","410","$226.55","340","$204.86","39"
"District of Columbia","$346.23","535","$291.58","447","$209.83","47"
"Florida","$303.04","8034","$217.89","6654","$151.42","609"
"Georgia","$327.18","3766","$215.11","2831","$146.93","270"
"Hawaii","$313.57","384","$276.72","435","$165.55","28"
"Idaho","$275.6","368","$251.06","543","$136.89","28"
"Illinois","$356.3","4773","$285.14","4439","$189.96","396"
"Indiana","$333.79","2014","$210.89","1834","$156.16","284"
"Iowa","$367.37","824","$289.56","818","$247.1","110"
"Kansas","$350.29","993","$259.25","798","$120.31","125"
"Kentucky","$339.04","1243","$182.28","1227","$124.06","160"
"Louisiana","$367.74","1303","$244.39","1098","$143.54","277"
"Maine","$317.45","529","$256.46","532","$272.95","59"
"Montana","$267.92","655","$252.01","316","$632.31","27"
"Nebraska","$343.6","608","$250.53","603","$133.37","73"
"Nevada","$268.1","1056","$229.7","1165","$238.93","69"
"New Hampshire","$359.18","505","$290.26","538","$657.98","43"
"New Jersey","$350.6","2616","$289.29","3413","$224.74","222"
"New Mexico","$291.15","664","$201.92","534","$85.81","52"
"New York","$347.58","6734","$266.07","7123","$205.54","543"
"North Carolina","$350.52","3420","$245.38","2425","$150.93","266"
"North Dakota","$400.69","177","$362.88","255","$348.9","19"
"Ohio","$335.85","3625","$216.85","3533","$163.04","471"
"Oklahoma","$365.69","902","$233.84","861","$118.49","161"
"Oregon","$209.23","1866","$185.31","1614","$162.91","79"
"Maryland","$372.33","2380","$250.86","1960","$189.4","175"
"Massachusetts","$350.73","3422","$293.18","3025","$221.92","249"
"Michigan","$294.41","3506","$276.52","3076","$273.42","257"
"Minnesota","$359.58","2043","$278.57","1969","$181.83","109"
"Mississippi","$337.06","517","$146.66","449","$146.82","123"
"Missouri","$364.76","1882","$244.45","1668","$143.53","260"
"Pennsylvania","$367.28","4652","$267.4","4030","$193.06","436"
"Rhode Island","$328.25","615","$256.37","434","$203.71","38"
"South Carolina","$343.49","1404","$201.7","1129","$189.58","142"
"South Dakota","$382.21","187","$351.01","208","$123.94","22"
"Tennessee","$354.22","1893","$224.99","1543","$185.93","179"
"Texas","$338.21","7121","$233.22","7070","$142.81","1019"
"Utah","$289.35","812","$239.42","859","$204.58","56"
"Vermont","$376.94","316","$320.46","284","$190.36","26"
"Virginia","$369.01","2951","$290.04","2476","$222.77","243"
"Washington","$232.47","2765","$190.04","2854","$141.7","130"
"West Virginia","$355.07","463","$215.37","444","$155.8","49"
"Wisconsin","$354.12","1909","$271.3","1729","$237.56","145"
"Wyoming","$351.25","109","$359.79","158","$161.3","12"
