"State","HighQ","HighQN","MedQ","MedQN","LowQ","LowQN"
"Alabama","$341.07","1263","$204.68","1130","$143.76","144"
"Alaska","$288.19","300","$256.42","357","$373.01","28"
"Arizona","$300.84","2230","$208.35","1946","$190.59","262"
"Arkansas","$352.04","686","$184.12","646","$129.02","128"
"California","$246.05","13851","$192.7","15132","$191.4","900"
"Colorado","$236.58","2606","$196.76","2190","$233.09","155"
"Connecticut","$345.15","1476","$272.34","1568","$251.03","100"
"Delaware","$369.76","405","$228.59","323","$209.72","38"
"District of Columbia","$347","512","$292","425","$209.83","47"
"Florida","$304.09","7772","$217.58","6383","$152.98","594"
"Georgia","$328.82","3636","$214.93","2710","$153.41","258"
"Hawaii","$314.53","377","$266.61","418","$165.55","28"
"Idaho","$276.18","358","$252.73","525","$139.21","27"
"Illinois","$356.52","4660","$286.33","4280","$189.67","384"
"Indiana","$335.04","1950","$210.1","1748","$156.73","277"
"Iowa","$369.05","800","$289.67","783","$247.1","110"
"Kansas","$350.31","964","$261.4","772","$118.41","121"
"Kentucky","$339.24","1200","$182.46","1176","$124.69","155"
"Louisiana","$369.59","1254","$244.64","1050","$145.8","266"
"Maine","$317.35","517","$257.62","514","$274.25","58"
"Montana","$268.17","640","$252.4","310","$645.6","26"
"Nebraska","$344.1","595","$251.27","583","$136.34","70"
"Nevada","$268.39","1032","$227.57","1109","$244.08","67"
"New Hampshire","$359.59","489","$291.36","523","$677.38","41"
"New Jersey","$351.36","2549","$290.71","3295","$229.88","220"
"New Mexico","$290.62","644","$200.9","518","$87.84","50"
"New York","$348.91","6574","$266.62","6857","$205.18","532"
"North Carolina","$352.15","3304","$244.26","2318","$150.84","256"
"North Dakota","$391.23","169","$350.39","245","$334.13","18"
"Ohio","$336","3531","$216.45","3397","$163.88","453"
"Oklahoma","$366.32","876","$234.87","823","$119.23","158"
"Oregon","$209.87","1820","$185.68","1560","$165.81","76"
"Maryland","$374.58","2305","$250.6","1869","$188.84","169"
"Massachusetts","$350.79","3307","$294.05","2908","$219.16","244"
"Michigan","$295.35","3423","$277.15","2963","$275.43","252"
"Minnesota","$367.01","1988","$276.53","1888","$183.45","108"
"Mississippi","$340.64","493","$145.9","425","$140.57","120"
"Missouri","$368.27","1829","$243.06","1591","$143.12","243"
"Pennsylvania","$368.07","4511","$267.46","3875","$195.57","427"
"Rhode Island","$330.08","594","$258.53","418","$208.36","35"
"South Carolina","$342.84","1363","$200.87","1083","$186.91","139"
"South Dakota","$382.94","183","$354.09","201","$123.94","22"
"Tennessee","$355.29","1822","$225.62","1481","$187.46","176"
"Texas","$339.14","6926","$233.72","6831","$142.83","988"
"Utah","$290.11","794","$239.81","826","$201.13","52"
"Vermont","$376.44","314","$320.29","275","$190.36","26"
"Virginia","$369.95","2852","$288.9","2369","$222.83","240"
"Washington","$233.33","2683","$190.35","2759","$141.86","124"
"West Virginia","$355.06","444","$214.78","433","$156.1","48"
"Wisconsin","$354.86","1859","$271.86","1662","$239.18","144"
"Wyoming","$350.72","108","$359.98","155","$161.3","11"
