"State","HighQ","HighQN","MedQ","MedQN","LowQ","LowQN"
"Alabama","$340.63","1304","$203.77","1176","$144.37","150"
"Alaska","$285.18","309","$252.86","374","$359.87","30"
"Arizona","$302.28","2274","$208.81","2001","$186.86","271"
"Arkansas","$349.69","708","$184.37","664","$126.62","131"
"California","$245.74","14215","$192.26","15646","$190.02","931"
"Colorado","$236.93","2672","$196.52","2261","$231.56","158"
"Connecticut","$343.76","1510","$272.74","1618","$251.03","100"
"Delaware","$368.97","410","$225.48","337","$204.86","39"
"District of Columbia","$346.8","530","$291.45","444","$209.83","47"
"Florida","$302.99","7999","$217.84","6620","$151.9","606"
"Georgia","$327.03","3742","$214.93","2814","$145.42","268"
"Hawaii","$313.34","383","$276.04","434","$165.55","28"
"Idaho","$275.7","367","$251.25","541","$136.89","28"
"Illinois","$356.18","4754","$285.2","4416","$190.14","395"
"Indiana","$333.54","2008","$210.47","1824","$156.38","281"
"Iowa","$367.09","820","$288.68","812","$247.1","110"
"Kansas","$350.02","988","$259.44","795","$120.31","125"
"Kentucky","$339.57","1234","$182.21","1219","$124.06","159"
"Louisiana","$367.71","1289","$244.39","1089","$144.4","274"
"Maine","$317.83","528","$256.82","528","$274.25","58"
"Montana","$268","652","$252.01","316","$632.31","27"
"Nebraska","$344.73","604","$250.55","601","$133.37","73"
"Nevada","$268.27","1055","$230.09","1157","$238.93","69"
"New Hampshire","$359.32","502","$290.4","536","$657.98","43"
"New Jersey","$350.59","2603","$289.63","3389","$224.74","222"
"New Mexico","$290.57","658","$201.92","534","$85.81","52"
"New York","$347.58","6712","$266.22","7085","$205.41","540"
"North Carolina","$350.63","3404","$245.51","2407","$151.8","264"
"North Dakota","$400.69","177","$363.43","254","$348.9","19"
"Ohio","$335.91","3609","$216.78","3514","$162.89","467"
"Oklahoma","$365.53","897","$234.47","851","$118.71","160"
"Oregon","$209.56","1859","$185.41","1611","$162.91","79"
"Maryland","$372.33","2369","$250.62","1948","$187.17","174"
"Massachusetts","$350.81","3404","$293.05","3005","$221.92","249"
"Michigan","$294.55","3496","$277.01","3053","$273.42","257"
"Minnesota","$366.25","2034","$278.37","1959","$181.83","109"
"Mississippi","$337.15","513","$145.51","446","$146.82","123"
"Missouri","$363.36","1878","$244.16","1658","$143.53","260"
"Pennsylvania","$367.41","4632","$267.19","4006","$193.06","436"
"Rhode Island","$328.42","613","$256.85","431","$203.71","38"
"South Carolina","$343.89","1396","$201.28","1125","$189.58","142"
"South Dakota","$382.21","187","$351.01","208","$123.94","22"
"Tennessee","$354.53","1886","$224.89","1529","$186.55","177"
"Texas","$338.26","7089","$233.37","7027","$142.84","1013"
"Utah","$289.17","809","$239.14","854","$208.27","55"
"Vermont","$376.94","316","$321.2","283","$190.36","26"
"Virginia","$369.44","2930","$289.92","2465","$222.77","243"
"Washington","$232.38","2749","$190.04","2844","$141.7","130"
"West Virginia","$355.22","462","$215.59","443","$155.8","49"
"Wisconsin","$354.46","1900","$271.75","1721","$237.56","145"
"Wyoming","$350.72","108","$359.79","158","$161.3","11"
