"State","HighQ","HighQN","MedQ","MedQN","LowQ","LowQN"
"Alabama","340.37","1378","203.51","1236","146.35","159"
"Alaska","288.34","324","260.46","398","403.33","33"
"Arizona","300.88","2381","209.07","2109","186.06","278"
"Arkansas","348.99","741","181.72","714","126.2","134"
"California","245.39","14928","191.61","16635","188.12","975"
"Colorado","238.14","2796","196.83","2405","227.49","166"
"Connecticut","341.9","1600","272.98","1730","254.44","105"
"Delaware","367.76","438","230.16","373","204.86","39"
"District of Columbia","346.37","567","287.5","485","209.83","47"
"Florida","301.79","8394","217.68","7046","151.58","629"
"Georgia","326.75","3936","216.48","2980","145.62","278"
"Hawaii","309.64","408","265.58","455","174.23","29"
"Idaho","276.41","391","249.07","580","165.19","31"
"Illinois","355.84","4994","283.29","4712","194","408"
"Indiana","332.89","2117","211.13","1940","154.32","295"
"Iowa","366.98","863","290.5","877","249.3","112"
"Kansas","350.48","1036","262.86","855","121.73","130"
"Kentucky","338.59","1304","182.21","1298","123.13","165"
"Louisiana","366.72","1363","244.42","1172","142.66","285"
"Maine","317.67","551","246.02","564","272.95","59"
"Montana","266.95","679","242.91","330","588.04","29"
"Nebraska","341.27","630","250.49","625","133.37","73"
"Nevada","269.24","1104","229.56","1233","235.3","75"
"New Hampshire","358.96","526","290.65","577","617.09","46"
"New Jersey","349.52","2737","288.26","3617","227.02","234"
"New Mexico","289.74","696","201.4","566","94.88","58"
"New York","347.27","7029","265.55","7564","208.24","563"
"North Carolina","349.61","3589","245.22","2576","149.22","277"
"North Dakota","405.04","185","364.95","270","336.51","21"
"Ohio","334.89","3791","217.51","3730","165.61","499"
"Oklahoma","364.99","942","233.22","920","119.97","168"
"Oregon","208.78","1962","183.92","1712","175.2","81"
"Maryland","370.48","2518","252.15","2096","187.53","178"
"Massachusetts","350.5","3611","289.22","3207","221.53","265"
"Michigan","291.97","3637","275.6","3253","266.25","270"
"Minnesota","357.8","2115","276.34","2103","184.7","114"
"Mississippi","335.65","534","145.64","467","146.12","128"
"Missouri","357.66","1974","245.23","1797","145.81","271"
"Pennsylvania","366.21","4888","267.37","4260","193.59","457"
"Rhode Island","322.78","637","257.87","461","199.96","40"
"South Carolina","342.34","1476","201.69","1209","186.76","147"
"South Dakota","377.37","194","351.5","223","123.94","22"
"Tennessee","353.44","1981","225.62","1631","184.16","191"
"Texas","337.45","7427","233.27","7472","143.87","1051"
"Utah","288.12","855","238.33","911","207.35","57"
"Vermont","375.27","328","317.09","307","190.36","27"
"Virginia","367.7","3075","291.97","2614","224.07","255"
"Washington","233","2973","190.1","3082","138.47","136"
"West Virginia","354.37","488","214.93","469","145.37","55"
"Wisconsin","353.18","1989","271.84","1855","250.79","147"
"Wyoming","349.69","115","349.9","166","161.3","12"
