"State","HighQ","HighQN","MedQ","MedQN","LowQ","LowQN"
"Alabama","$341.2","1225","$203.77","1097","$143.98","143"
"Alaska","$288.89","290","$256.77","346","$375.82","27"
"Arizona","$301.62","2181","$209.17","1889","$193.97","253"
"Arkansas","$352.44","677","$183.66","627","$129.02","128"
"California","$246.19","13554","$191.99","14744","$192.42","875"
"Colorado","$237.11","2538","$196.65","2118","$228.95","152"
"Connecticut","$345.63","1451","$274.92","1530","$250.9","98"
"Delaware","$372.13","394","$228","319","$209.72","38"
"District of Columbia","$346.89","499","$290.69","415","$214.01","45"
"Florida","$304.47","7560","$218.71","6175","$152.04","586"
"Georgia","$329.44","3562","$215","2629","$154.62","250"
"Hawaii","$314.28","369","$275.96","408","$167.62","27"
"Idaho","$274.75","351","$255.16","515","$139.21","27"
"Illinois","$356.97","4562","$286.22","4164","$189.63","377"
"Indiana","$334.79","1906","$209.52","1695","$157.92","272"
"Iowa","$370.13","781","$292.1","761","$247.1","110"
"Kansas","$350.94","946","$261.26","749","$120.19","119"
"Kentucky","$336.71","1171","$182.77","1143","$125.15","149"
"Louisiana","$370.68","1223","$243.72","1015","$147.57","260"
"Maine","$318.54","508","$258.3","497","$216.72","56"
"Montana","$268.74","631","$250.49","305","$660.67","25"
"Nebraska","$344.29","582","$250.5","572","$140.02","68"
"Nevada","$268.03","1004","$226.66","1082","$243.46","66"
"New Hampshire","$360.8","479","$291.12","511","$677.38","41"
"New Jersey","$352.67","2493","$291.05","3223","$232.13","215"
"New Mexico","$291.27","631","$201.78","507","$80.21","47"
"New York","$349.67","6457","$266.63","6695","$205.61","523"
"North Carolina","$354.06","3211","$244.94","2250","$150.89","253"
"North Dakota","$391.94","165","$351.6","241","$347.51","17"
"Ohio","$335.89","3452","$215.49","3300","$164.07","445"
"Oklahoma","$366.71","860","$229.93","798","$121.5","152"
"Oregon","$210.28","1799","$185.92","1529","$165.75","75"
"Maryland","$375.89","2252","$249.83","1820","$189.87","166"
"Massachusetts","$350.15","3239","$294.34","2829","$219.35","240"
"Michigan","$295.53","3364","$278.66","2888","$272.58","248"
"Minnesota","$367.79","1943","$277.94","1829","$183.45","108"
"Mississippi","$341.17","479","$146.47","410","$141.39","118"
"Missouri","$368.33","1796","$244.32","1534","$148.48","230"
"Pennsylvania","$368.71","4421","$267.57","3755","$194.98","417"
"Rhode Island","$330.56","586","$259.85","409","$201.75","34"
"South Carolina","$344.81","1327","$202.21","1061","$186.91","139"
"South Dakota","$388.48","178","$355.3","197","$124.17","21"
"Tennessee","$356.85","1783","$225.69","1443","$189.4","173"
"Texas","$339.77","6787","$233.89","6654","$142.64","966"
"Utah","$290.88","773","$241.24","806","$189.95","49"
"Vermont","$376.65","308","$318.98","267","$190.36","26"
"Virginia","$371.28","2783","$288.27","2294","$224.33","235"
"Washington","$233.71","2646","$190.66","2691","$143.67","121"
"West Virginia","$357.11","433","$215.08","428","$158.25","46"
"Wisconsin","$355.72","1827","$271.05","1621","$241.02","141"
"Wyoming","$355.73","105","$362.56","150","$161.3","11"
