"State","HighQ","HighQN","MedQ","MedQN","LowQ","LowQN"
"Alabama","$340.69","1296","$204.49","1164","$144.04","148"
"Alaska","$286.09","307","$259.38","368","$359.87","30"
"Arizona","$302.15","2262","$208.71","1987","$188.15","268"
"Arkansas","$351.34","698","$184.4","657","$127.16","130"
"California","$245.67","14103","$192.29","15494","$190.21","921"
"Colorado","$236.94","2653","$196.53","2242","$231.56","158"
"Connecticut","$344.07","1506","$272.8","1605","$251.03","100"
"Delaware","$368.97","409","$224.85","334","$204.86","39"
"District of Columbia","$346.1","525","$291.25","440","$209.83","47"
"Florida","$303.43","7926","$217.15","6560","$152.37","602"
"Georgia","$327.4","3713","$215.15","2788","$145.28","265"
"Hawaii","$313.64","382","$276.8","432","$165.55","28"
"Idaho","$275.8","366","$252.32","535","$136.89","28"
"Illinois","$356.12","4737","$285.26","4371","$190.94","392"
"Indiana","$333.94","1986","$210.27","1810","$156.38","281"
"Iowa","$367.35","816","$288.81","803","$247.1","110"
"Kansas","$349.93","983","$260.35","790","$120.31","125"
"Kentucky","$339.42","1228","$182.13","1211","$124.92","158"
"Louisiana","$367.75","1283","$244.68","1078","$144.64","273"
"Maine","$317.67","526","$257.26","525","$274.25","58"
"Montana","$268.18","649","$252.1","313","$632.31","27"
"Nebraska","$343.44","602","$250.8","598","$134.51","71"
"Nevada","$268.21","1046","$229.49","1147","$238.93","69"
"New Hampshire","$359.67","496","$291.24","532","$666.71","42"
"New Jersey","$351.1","2585","$289.84","3362","$224.99","221"
"New Mexico","$290.21","652","$201.63","530","$85.81","52"
"New York","$348.01","6676","$266.09","7017","$205.74","537"
"North Carolina","$351.12","3375","$245.1","2388","$151.84","262"
"North Dakota","$401.38","176","$353.27","250","$348.9","19"
"Ohio","$335.66","3583","$216.54","3476","$162.93","465"
"Oklahoma","$366.89","890","$233.69","844","$119.37","159"
"Oregon","$209.48","1849","$185.37","1597","$163.84","77"
"Maryland","$372.69","2354","$250.37","1932","$187.17","174"
"Massachusetts","$350.68","3377","$293.38","2970","$218.76","248"
"Michigan","$294.87","3477","$277.67","3031","$273.42","257"
"Minnesota","$366.4","2020","$277.71","1928","$181.83","109"
"Mississippi","$337.81","511","$145.92","444","$140.57","120"
"Missouri","$365.12","1870","$243.85","1639","$143.81","255"
"Pennsylvania","$367.46","4594","$267.41","3964","$196.54","433"
"Rhode Island","$328.33","608","$257.15","429","$203.71","38"
"South Carolina","$344.4","1385","$200.84","1112","$190.55","141"
"South Dakota","$383.04","185","$351.01","208","$123.94","22"
"Tennessee","$354.55","1873","$225.34","1517","$187.46","176"
"Texas","$338.51","7047","$233.57","6975","$142.42","1006"
"Utah","$289.27","807","$239.28","849","$202.8","53"
"Vermont","$376.94","316","$320.9","281","$190.36","26"
"Virginia","$369.55","2915","$288.53","2438","$222.77","243"
"Washington","$232.85","2724","$190.12","2822","$142.98","128"
"West Virginia","$356.01","455","$215.35","441","$155.8","49"
"Wisconsin","$354.95","1890","$271.32","1701","$237.56","145"
"Wyoming","$350.72","108","$359.79","158","$161.3","11"
