"State","HighQ","HighQN","MedQ","MedQN","LowQ","LowQN"
"Alabama","$340.82","1132","$202.84","1021","$146.33","133"
"Alaska","$287.32","279","$253.84","320","$388.58","26"
"Arizona","$303.25","2073","$209.96","1756","$195.14","238"
"Arkansas","$358.77","619","$182.73","586","$127.31","124"
"California","$247.95","12881","$192.84","13776","$190.69","826"
"Colorado","$237.55","2377","$197.81","1959","$227.89","143"
"Connecticut","$347.28","1380","$277.05","1439","$252.31","95"
"Delaware","$371.45","372","$227.47","292","$206.61","36"
"District of Columbia","$351.19","471","$293.32","383","$208.53","41"
"Florida","$305.32","7071","$219.65","5742","$153.3","543"
"Georgia","$331.17","3334","$213.66","2436","$152.41","238"
"Hawaii","$307.82","347","$273.89","377","$167.62","27"
"Idaho","$274.93","331","$257.86","483","$129.39","24"
"Illinois","$355.88","4320","$287.65","3914","$177.54","359"
"Indiana","$334.85","1815","$208.24","1571","$168.7","261"
"Iowa","$371.13","744","$292.37","707","$247.69","107"
"Kansas","$353.97","884","$261.39","695","$113.12","113"
"Kentucky","$338.12","1088","$181.25","1061","$124.52","142"
"Louisiana","$373.41","1159","$244.21","946","$148.11","246"
"Maine","$320.29","476","$259.94","466","$214.8","52"
"Montana","$269.98","612","$251.26","283","$734.65","22"
"Nebraska","$347.02","545","$249.27","546","$141.76","64"
"Nevada","$269.09","956","$218.44","1007","$252.49","63"
"New Hampshire","$370.97","460","$289.71","479","$677.38","41"
"New Jersey","$353.61","2374","$292.05","3015","$233.62","204"
"New Mexico","$291.76","606","$204.55","465","$69.76","43"
"New York","$351.2","6165","$267.94","6284","$189.64","507"
"North Carolina","$354.64","3003","$247.92","2072","$151.74","244"
"North Dakota","$403.31","151","$352.92","225","$363.11","16"
"Ohio","$336.38","3275","$213.48","3058","$166.06","424"
"Oklahoma","$365.6","812","$227.76","738","$118.86","141"
"Oregon","$211.92","1719","$188.67","1435","$169.34","68"
"Maryland","$380.1","2129","$249.85","1690","$191.08","159"
"Massachusetts","$352.26","3070","$296.29","2648","$220.43","230"
"Michigan","$297.77","3217","$274.36","2722","$225.21","239"
"Minnesota","$369.3","1827","$278.16","1679","$181.28","103"
"Mississippi","$339.31","446","$147.36","386","$140.51","111"
"Missouri","$367.81","1681","$242.41","1407","$149.4","217"
"Pennsylvania","$370.75","4165","$266.72","3513","$190.66","392"
"Rhode Island","$332.39","563","$259.74","385","$201.75","34"
"South Carolina","$345.95","1251","$202.27","986","$174.45","128"
"South Dakota","$389.69","175","$367.51","182","$124.17","21"
"Tennessee","$356.37","1675","$226.74","1344","$193.3","166"
"Texas","$341.81","6432","$235.57","6188","$144.48","920"
"Utah","$292.42","732","$234.1","749","$189.78","47"
"Vermont","$377.43","292","$320.61","253","$187.64","25"
"Virginia","$372.81","2644","$288.56","2140","$226.77","224"
"Washington","$235.27","2495","$191.24","2532","$146.32","117"
"West Virginia","$363.73","396","$217.44","401","$160.65","42"
"Wisconsin","$357.95","1737","$269.99","1492","$238.37","138"
"Wyoming","$351.81","96","$374.6","141","$161.3","11"
