"State","HighQ","HighQN","MedQ","MedQN","LowQ","LowQN"
"Alabama","$339.59","1053","$199.15","943","$148.48","124"
"Alaska","$289.08","256","$262.5","303","$388.58","26"
"Arizona","$303.51","1952","$209.96","1639","$198.06","223"
"Arkansas","$360.91","582","$184.96","550","$125.22","115"
"California","$248.64","12212","$193.51","12945","$192.91","784"
"Colorado","$236.45","2197","$197.47","1793","$213.49","132"
"Connecticut","$347.72","1301","$274.59","1335","$257.36","91"
"Delaware","$373.18","350","$225.68","275","$199.88","34"
"District of Columbia","$352.28","442","$295.68","350","$211.38","40"
"Florida","$306.15","6562","$220.06","5278","$157.74","518"
"Georgia","$332.2","3130","$214.04","2292","$154.94","232"
"Hawaii","$310.89","330","$270.63","353","$160.46","25"
"Idaho","$276.05","315","$257.15","448","$132.61","20"
"Illinois","$359.78","4045","$287.61","3674","$181.12","334"
"Indiana","$336.97","1681","$206.8","1464","$153.41","251"
"Iowa","$371.76","703","$292.44","657","$252.24","103"
"Kansas","$354.04","842","$261.18","636","$124.27","109"
"Kentucky","$337.67","1020","$182.39","994","$120.32","134"
"Louisiana","$377.57","1080","$243.54","871","$153.49","225"
"Maine","$321.31","454","$261.6","429","$214.8","52"
"Montana","$279.62","586","$257.91","262","$734.65","22"
"Nebraska","$352.48","513","$247.82","513","$142.99","62"
"Nevada","$270.44","912","$219.27","936","$231.08","61"
"New Hampshire","$366.07","427","$289.29","444","$561.05","38"
"New Jersey","$355.24","2270","$293.96","2828","$228.22","188"
"New Mexico","$293.93","570","$216.79","435","$63.7","42"
"New York","$351.97","5867","$269.1","5882","$189.67","488"
"North Carolina","$355.47","2812","$247.23","1927","$152.46","229"
"North Dakota","$412.86","140","$360.54","202","$269.55","13"
"Ohio","$336.43","3075","$213.1","2841","$168.38","402"
"Oklahoma","$364.52","763","$229.14","676","$121.28","132"
"Oregon","$213.35","1627","$188.76","1343","$175.87","61"
"Maryland","$380.14","1988","$247.36","1568","$196.11","153"
"Massachusetts","$354.44","2905","$297.14","2485","$217.59","221"
"Michigan","$299.29","3074","$277.5","2550","$228.6","232"
"Minnesota","$371.16","1730","$280.11","1553","$183.29","101"
"Mississippi","$340.41","415","$150.79","353","$138.48","97"
"Missouri","$371.27","1570","$242.28","1300","$151.66","208"
"Pennsylvania","$372.62","3864","$266.95","3250","$193.26","367"
"Rhode Island","$334.56","534","$261.03","362","$207.93","33"
"South Carolina","$348.88","1157","$202.51","909","$176.45","120"
"South Dakota","$386.67","164","$364.98","168","$125.68","20"
"Tennessee","$359.44","1566","$224.7","1234","$199.5","148"
"Texas","$343.2","6044","$235.93","5685","$141.8","855"
"Utah","$291.92","696","$233.2","678","$169.84","42"
"Vermont","$379.92","280","$323.29","227","$187.64","25"
"Virginia","$373.9","2503","$288.04","1979","$224.75","203"
"Washington","$235.91","2368","$192.18","2366","$149.69","109"
"West Virginia","$361.22","354","$196.83","373","$158.25","40"
"Wisconsin","$358.32","1638","$268.88","1384","$228.87","128"
"Wyoming","$354.03","94","$378.95","134","$161.3","11"
