"State","HighQ","HighQN","MedQ","MedQN","LowQ","LowQN"
"Alabama","$340.45","1169","$204.27","1058","$147.4","136"
"Alaska","$285.65","283","$254.65","334","$388.58","26"
"Arizona","$302.77","2113","$209.56","1802","$192.96","244"
"Arkansas","$351.89","641","$182.61","604","$129.67","126"
"California","$247","13171","$192.94","14139","$192.56","845"
"Colorado","$237.63","2453","$197.54","2027","$226.03","146"
"Connecticut","$346.14","1407","$275.53","1477","$252.31","95"
"Delaware","$371.76","382","$226.51","307","$206.61","36"
"District of Columbia","$349.26","483","$292.29","395","$208.53","41"
"Florida","$305.12","7275","$219.6","5920","$152.02","561"
"Georgia","$330.04","3423","$214.68","2520","$151.62","242"
"Hawaii","$307.79","354","$275.92","389","$167.62","27"
"Idaho","$275.86","341","$256.61","500","$140.27","26"
"Illinois","$358.08","4412","$287.15","4024","$176.11","367"
"Indiana","$334.59","1854","$208.9","1631","$168.09","263"
"Iowa","$371.07","758","$291.11","731","$247.69","107"
"Kansas","$352.24","914","$262.69","718","$121.53","116"
"Kentucky","$337.58","1123","$182.29","1089","$124.68","144"
"Louisiana","$371.93","1182","$242.91","979","$148.13","252"
"Maine","$319.16","494","$258.86","474","$213.48","53"
"Montana","$269.41","620","$256.76","291","$704.89","23"
"Nebraska","$347.38","564","$249.22","556","$140.63","67"
"Nevada","$268.08","972","$217.72","1042","$252.49","63"
"New Hampshire","$370.24","471","$290.65","493","$677.38","41"
"New Jersey","$353.45","2422","$291.98","3102","$231.39","211"
"New Mexico","$290.8","619","$215.04","481","$75.12","44"
"New York","$351.04","6285","$267.21","6464","$205.14","516"
"North Carolina","$354.1","3093","$246.99","2146","$151.27","246"
"North Dakota","$401.43","160","$355.14","231","$363.11","16"
"Ohio","$335.8","3354","$213.92","3160","$165.86","434"
"Oklahoma","$364.69","833","$228.41","763","$118.75","148"
"Oregon","$211.42","1751","$188.86","1470","$171.08","69"
"Maryland","$378.62","2173","$250.71","1742","$190.75","164"
"Massachusetts","$351.42","3135","$295.14","2726","$219.26","236"
"Michigan","$296.88","3284","$273.21","2789","$229.56","243"
"Minnesota","$367.84","1872","$277.77","1741","$179.7","104"
"Mississippi","$340.72","462","$147.19","397","$138.66","115"
"Missouri","$367.49","1738","$243.96","1446","$149.74","220"
"Pennsylvania","$369.83","4270","$267.01","3629","$190.72","401"
"Rhode Island","$331.93","576","$259.21","396","$201.75","34"
"South Carolina","$345.49","1284","$202.74","1012","$191.65","134"
"South Dakota","$388.48","178","$353.22","186","$124.17","21"
"Tennessee","$356.62","1717","$226.96","1391","$191.63","169"
"Texas","$341.25","6584","$235.31","6384","$144.09","940"
"Utah","$292.38","747","$234.84","771","$187.19","48"
"Vermont","$377.05","294","$320.55","259","$190.36","26"
"Virginia","$372.51","2701","$288.34","2208","$225.25","227"
"Washington","$234.56","2564","$191.75","2598","$146.45","118"
"West Virginia","$360.31","412","$216.33","411","$160.38","43"
"Wisconsin","$356.74","1774","$269.83","1540","$240.15","139"
"Wyoming","$355.18","99","$374.52","145","$161.3","11"
